X value [cm⁻¹],IR Spectrum 140/OPTIR (mV) [],biomass/OPTIR (mV) [],biomass/OPTIR (mV) [],biomass/OPTIR (mV) [],biomass/OPTIR (mV) []
1756,0.786649764,0.288892955,0.12553294,0.386687994,1.019222856
1758,0.707461298,0.273545772,0.128102452,0.34937942,0.954473853
1760,0.630595148,0.249652594,0.145188794,0.31441164,0.907589972
1762,0.557432532,0.22306022,0.147206783,0.281327993,0.809130967
1764,0.486655086,0.204626426,0.145763978,0.257970393,0.734967828
1766,0.443480968,0.186222196,0.13673389,0.242703363,0.695666552
1768,0.396718919,0.170300215,0.115639366,0.22338739,0.670409083
1770,0.363279819,0.155376256,0.116763659,0.208971754,0.638281405
1772,0.334563673,0.143013284,0.145001024,0.18246235,0.604043782
1774,0.291074455,0.128364459,0.149388328,0.171189189,0.572589993
1776,0.26769793,0.123654462,0.149180278,0.168492794,0.543111563
1778,0.258843899,0.118659444,0.13436009,0.159077942,0.522553861
1780,0.2350021,0.109272718,0.127440467,0.156863943,0.512715936
1782,0.22168389,0.103560984,0.120341256,0.146670431,0.494781017
1784,0.200606778,0.093956888,0.115320541,0.127996594,0.47283712
1786,0.187919676,0.085645802,0.121709734,0.122475848,0.450181365
1788,0.180527657,0.074880384,0.115854248,0.122594744,0.424528658
1790,0.153340295,0.061002459,0.102610178,0.111926988,0.379310936
1792,0.140004605,0.060873885,0.102989957,0.09559653,0.37836647
1794,0.135779291,0.053172693,0.097374767,0.084958233,0.372140884
1796,0.120723978,0.045100469,0.090037763,0.069441415,0.337132663
1798,0.115336999,0.043189801,0.077048443,0.080864616,0.307119071
2688,0.112505503,0.050326064,0.067607671,0.089296915,0.298929781
2690,0.107257508,0.06355267,0.050109804,0.104925618,0.283751488
2692,0.094196938,0.096469432,0.006563256,0.143820435,0.245977581
2694,0.112050936,0.066179357,0.038161911,0.130269095,0.268551409
2696,0.13935709,0.040984731,0.038523678,0.150412053,0.315568507
2698,0.134239614,0.036040179,0.02043041,0.147629797,0.308221251
2700,0.153607026,0.025948403,0.045262631,0.125437289,0.287328601
2702,0.191943124,0.034311086,0.067440614,0.145077735,0.287489772
2704,0.167470783,0.026856804,0.041361045,0.151232123,0.269056529
2706,0.17054145,0.040478375,0.007553938,0.156096473,0.302732944
2708,0.187180534,0.04198759,0.006874083,0.152503848,0.296393067
2710,0.187472031,0.023760285,0.016010439,0.148819208,0.304555953
2712,0.200332776,0.031740289,0.028035678,0.146215498,0.313158751
2714,0.207108125,0.052914683,0.030777877,0.136870772,0.293752164
2716,0.200598434,0.055738684,0.038446039,0.14534618,0.306504726
2718,0.22168158,0.049993921,0.03387541,0.142284468,0.332408935
2720,0.235806018,0.047473677,0.044255096,0.146140873,0.353775978
2722,0.238403484,0.069363281,0.050579712,0.150108591,0.352923155
2724,0.249488682,0.068005145,0.043556564,0.156145588,0.371090204
2726,0.262332857,0.06478823,0.038527153,0.166007668,0.384283751
2728,0.272703767,0.066148289,0.041337352,0.169058442,0.389108181
2730,0.257582307,0.068986662,0.043631144,0.184088439,0.387124389
2732,0.252941936,0.071418911,0.03591584,0.191618696,0.372223169
2734,0.266822726,0.069992617,0.033565883,0.194090664,0.382909834
2736,0.283646345,0.069643497,0.037563693,0.192917764,0.404737025
2738,0.290181637,0.076533988,0.039176416,0.192031041,0.399204403
2740,0.2931422,0.079151265,0.055156272,0.197234139,0.40512985
2742,0.289014757,0.082063511,0.060125228,0.196440801,0.417058617
2744,0.284172207,0.083906613,0.059504524,0.199446902,0.419920415
2746,0.285846859,0.088188581,0.055667333,0.203558341,0.41182819
2748,0.28334108,0.091896549,0.052176647,0.206708595,0.402089477
2750,0.293527961,0.092604443,0.051525727,0.213734642,0.403542906
2752,0.302926123,0.095346548,0.050349671,0.214971662,0.414004564
2754,0.302694052,0.098621398,0.058334466,0.211651653,0.418067485
2756,0.305514425,0.097165875,0.062868506,0.219855368,0.421077043
2758,0.316187322,0.096673854,0.0639458,0.214166507,0.436824322
2760,0.321132123,0.096711852,0.057237387,0.206928134,0.440831721
2762,0.326497912,0.094432555,0.05215463,0.208379611,0.433722258
2764,0.322875232,0.093348816,0.052476831,0.216730192,0.432976931
2766,0.32643351,0.098191082,0.056354713,0.217597663,0.434457779
2768,0.333294004,0.099399969,0.059596058,0.21928978,0.445989907
2770,0.340211242,0.106992736,0.065518789,0.224468276,0.463479519
2772,0.344703794,0.109542057,0.06470231,0.228975937,0.463944554
2774,0.34454605,0.109856158,0.062869169,0.23239325,0.467718899
2776,0.349315017,0.111372456,0.066130884,0.230506569,0.468052715
2778,0.353086919,0.112202875,0.063283704,0.231884435,0.472939998
2780,0.359550148,0.113735713,0.064965889,0.240965858,0.479120195
2782,0.366660446,0.112380981,0.069184542,0.245024145,0.484579414
2784,0.3740803,0.110367589,0.068422534,0.250929773,0.493186295
2786,0.385746151,0.114659935,0.067832582,0.255652159,0.506114781
2788,0.392209113,0.115533784,0.070832893,0.253417492,0.511758327
2790,0.405009538,0.11713101,0.067976967,0.259721816,0.525162041
2792,0.417744637,0.122788996,0.066727057,0.267782331,0.540899217
2794,0.429934472,0.129909858,0.073490374,0.271136224,0.559189558
2796,0.450967431,0.135153741,0.080715217,0.279189616,0.581293225
2798,0.461609423,0.14035815,0.084007174,0.290182471,0.591240406
2800,0.471910775,0.144847572,0.080283418,0.293064386,0.604093492
2802,0.489308953,0.148552433,0.080168523,0.29720071,0.615797102
2804,0.502323389,0.15285486,0.084190056,0.300072074,0.636696935
2806,0.524686098,0.15975149,0.083207443,0.305610567,0.647360623
2808,0.542349696,0.16077888,0.087240078,0.313639313,0.664915681
2810,0.560645342,0.163673371,0.093648456,0.316183835,0.679187477
2812,0.580908716,0.171066597,0.098587461,0.324238181,0.697674751
2814,0.594349265,0.172910661,0.105415404,0.329901427,0.72102046
2816,0.621555984,0.180901244,0.102466114,0.334757656,0.74876225
2818,0.645199001,0.183382779,0.108780973,0.343807161,0.776200533
2820,0.664504528,0.185507119,0.115564376,0.355989099,0.808245897
2822,0.694990337,0.196737275,0.115803823,0.374862015,0.848470569
2824,0.731329441,0.205870837,0.123135403,0.377315372,0.874000132
2826,0.786642015,0.21822311,0.135322258,0.389931262,0.931585908
2828,0.849993527,0.241445288,0.143216416,0.408196092,1.011152506
2830,0.94843483,0.264591992,0.144685775,0.434412956,1.080411434
2832,1.095723271,0.296234548,0.139746472,0.487731159,1.178725362
2834,1.279790878,0.340326101,0.142239913,0.549249053,1.296633244
2836,1.531672359,0.396808654,0.150815398,0.647304237,1.486192822
2838,1.793348789,0.451585412,0.153989315,0.720208943,1.727581143
2840,2.056384563,0.486354917,0.157831341,0.79332298,1.998714805
2842,2.42169404,0.531431317,0.156359792,0.898336768,2.427563429
2844,2.794753551,0.640452147,0.155220389,1.377730131,3.296139002
2846,3.111044168,0.971314549,0.142738655,2.730283737,4.782623291
2848,3.776698112,1.187717319,0.13055031,4.602720261,3.958635807
2850,5.352845192,1.007696033,0.147100523,5.651488304,3.328439236
2852,5.161967754,0.793627381,0.165928885,5.319131851,4.054635525
2854,4.957479,0.70645684,0.162642926,4.203632832,5.231372356
2856,4.961783409,0.601720333,0.142246112,3.084078789,4.839840412
2858,4.394766331,0.522719145,0.115193114,2.158020258,3.845641851
2860,3.735346317,0.478379309,0.116895393,1.459344625,3.173048973
2862,3.215999126,0.47262001,0.137860596,1.198051453,2.786885262
2864,2.875462055,0.4963395,0.166301668,1.109116673,2.57848382
2866,2.688915968,0.511651874,0.178790137,1.079216957,2.447461843
2868,2.589461565,0.528893411,0.170657501,1.048066735,2.366117001
2870,2.55011344,0.527828395,0.166226268,1.021900177,2.360864401
2872,2.519062042,0.523456514,0.168335021,0.995070994,2.365822554
2874,2.513979435,0.521999002,0.163657889,0.981276274,2.396920443
2876,2.526823759,0.519631803,0.160660461,0.989606023,2.428265333
2878,2.572087765,0.523122549,0.160089582,1.001929998,2.494569063
2880,2.647353411,0.534051418,0.161668748,1.043983459,2.649932146
2882,2.742938995,0.544896603,0.169437662,1.106496096,2.814611197
2884,2.848776579,0.541296959,0.172515407,1.139478564,2.949065208
2886,2.917726994,0.533858895,0.167962402,1.168899179,3.065949917
2888,3.026751041,0.543802917,0.176083192,1.21506691,3.234759808
2890,3.173518658,0.555472314,0.189745173,1.287266135,3.384174347
2892,3.299241543,0.560886383,0.183636099,1.348767996,3.548285723
2894,3.505050421,0.581353247,0.180659622,1.43230617,3.715497732
2896,3.750670195,0.609293461,0.18278107,1.529348135,3.920856476
2898,3.978121042,0.630157709,0.187384456,1.596286535,4.092201233
2900,4.17096138,0.654584944,0.19184643,1.662531734,4.283781052
2902,4.374284744,0.699408591,0.189861894,1.730836987,4.503135204
2904,4.75133276,0.753629327,0.193826407,1.846346736,4.824116707
2906,5.220445156,0.796495318,0.191789448,1.967207074,5.252294064
2908,5.916092396,0.864111006,0.199432969,2.182323217,5.933842659
2910,6.95624876,0.950254142,0.216299728,2.825152397,7.071210861
2912,8.08609581,1.101922154,0.237944305,4.054754734,8.892510414
2914,9.584889412,1.366132498,0.252842218,5.594835281,10.11588478
2916,10.6332016,1.568722725,0.256961793,7.285657406,9.344279289
2918,11.58234787,1.509537339,0.268300414,8.337972641,8.276102066
2920,12.37613201,1.390428782,0.289530277,8.490592957,8.121513367
2922,13.19606018,1.479076862,0.300669372,7.528352737,9.480119705
2924,13.58831501,1.424089432,0.296809703,6.245069027,11.44899559
2926,12.96270657,1.197284341,0.292345732,4.760594845,11.86856651
2928,11.08800316,0.985241115,0.282727122,3.486095905,10.87659645
2930,9.085882187,0.855511427,0.273408771,2.946346283,9.567997932
2932,7.194706917,0.765725315,0.273540884,2.75357008,8.412400246
2934,5.996561527,0.715615153,0.282117397,2.71180892,7.614447594
2936,4.937602997,0.669027567,0.296731144,2.491992474,6.745840073
2938,4.227273464,0.622296333,0.313583553,2.307639599,6.085488796
2940,3.677578449,0.590822637,0.30383718,2.129202604,5.506317616
2942,3.325649261,0.574445546,0.302703857,2.00124383,5.143731594
2944,3.199807405,0.584018648,0.288308442,1.962198615,5.019324303
2946,3.119621992,0.630131304,0.292064548,2.034214973,5.042028904
2948,3.109613419,0.661130309,0.298761278,2.165693998,5.10424757
2950,3.143071651,0.68283993,0.310014725,2.314549685,5.242040634
2952,3.073768377,0.674295247,0.31181255,2.373601913,5.348767281
2954,2.886153221,0.619171619,0.282512367,2.251148462,5.132014751
2956,2.709419966,0.577481031,0.295321167,2.103518963,4.925274372
2958,2.614082813,0.565643966,0.352556944,2.070108414,4.882328987
2960,2.478336096,0.544951558,0.344513834,1.991151094,4.716902256
2962,2.312790871,0.512410402,0.319880158,1.852809548,4.436014652
2964,2.190022469,0.473957568,0.296713591,1.741808891,4.219449997
2966,1.978844166,0.418203801,0.310288846,1.565740824,3.961476326
2968,1.850821018,0.391684204,0.327363282,1.479032159,3.796013117
2970,1.7283535,0.358378768,0.324894756,1.360620141,3.605945349
2972,1.550949454,0.315954,0.281057924,1.202869058,3.299701929
2974,1.342087865,0.241692752,0.25910908,1.039809704,2.877918005
2976,1.271597743,0.203952789,0.256877929,0.996760786,2.670553207
2978,1.115935564,0.190681785,0.20054324,0.910753369,2.433951378
2980,1.006407738,0.147306457,0.180963188,0.801442146,2.301964521
2982,0.966096163,0.139897928,0.176659957,0.836565435,2.389757395
2984,0.708403289,0.136574224,0.073886417,0.724855125,1.86724937
2986,0.58401382,0.138128743,0.048613474,0.613334656,1.610514283
2988,0.481666267,0.150501996,0.194423005,0.458853483,1.487138629
2990,0.37959978,0.114197217,0.069587581,0.247567877,1.003887415
2992,0.15428786,0.016613459,-0.03728047,0.170035258,0.580302894
2994,0.025671188,0.092061982,-0.022027114,0.107703507,0.243080765
2996,0.148735672,0.196621269,0.114872195,-0.033025429,0.117569745
2998,0.214912161,0.132295758,0.071472779,-0.103900105,0.070658445
