,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 15/O-PTIR","O-PTIR 16/O-PTIR","O-PTIR 17/O-PTIR","O-PTIR 18/O-PTIR","O-PTIR 19/O-PTIR","O-PTIR 22/O-PTIR","O-PTIR 24/O-PTIR","O-PTIR 25/O-PTIR","O-PTIR 26/O-PTIR","O-PTIR 27/O-PTIR"
1205,0.193566188216209,1.84435319900513,1.89254307746887,0.543446660041809,1.75254237651825,1.30953812599182,1.53150713443756,3.33382105827332,2.15599703788757,0.0703700855374336,0.0464231260120869,0.227149933576584,3.40814089775085,0.533353567123413,0.940655529499054,1.40479242801666,1.0523236989975,0.900916934013367,0.76001912355423,1.08322429656982
1207,0.165664628148079,1.7516838312149,1.86609876155853,0.495610028505325,1.79038393497467,1.26326596736908,1.50892245769501,3.32751321792603,2.14588308334351,0.0764300525188446,0.0240794662386179,0.228895157575607,3.4502649307251,0.577052772045135,0.929872512817383,1.42631006240845,1.01122117042542,0.945640683174133,0.75230598449707,1.07383871078491
1209,0.252721011638641,1.68726325035095,1.87634718418121,0.513600170612335,1.73671579360962,1.28809213638306,1.4371919631958,3.25038599967957,2.19332456588745,0.0957988500595093,0.0293211285024881,0.193642124533653,3.11769771575928,0.666275382041931,0.940528512001038,1.44558143615723,0.999335944652557,1.11875593662262,0.80551666021347,1.00186765193939
1211,0.341868460178375,1.62129533290863,1.88684189319611,0.532022535800934,1.68175864219666,1.31351459026337,1.36373841762543,3.17140626907349,2.24190521240234,0.115632884204388,0.0346887186169624,0.157542333006859,2.7771418094635,0.757641136646271,0.951440572738647,1.46531581878662,0.987165153026581,1.29602932929993,0.860005497932434,0.928167760372162
1213,0.433183193206787,1.55372357368469,1.89759159088135,0.55089271068573,1.6254655122757,1.33955514431,1.28849899768829,3.09050631523132,2.29166722297668,0.135949119925499,0.0401867888867855,0.120564870536327,2.42830681800842,0.851228177547455,0.962617874145508,1.48552989959717,0.974698543548584,1.47761261463165,0.915819048881531,0.852676153182983
1215,0.449432253837585,1.53833055496216,1.88010156154633,0.583093822002411,1.66778552532196,1.35889172554016,1.28017485141754,3.08752036094666,2.32668352127075,0.12110897153616,0.0400977842509747,0.125668495893478,2.41473793983459,0.826976656913757,0.94777911901474,1.47525560855865,0.963722109794617,1.52680194377899,0.912247240543365,0.892105281352997
1217,0.444861203432083,1.56785798072815,1.85990357398987,0.63108491897583,1.70330202579498,1.36336076259613,1.28035795688629,3.10363793373108,2.37507343292236,0.156829029321671,0.0651649609208107,0.131959244608879,2.42915081977844,0.831659197807312,0.926129281520844,1.51093947887421,0.935347259044647,1.60169970989227,0.905746042728424,0.919680416584015
1219,0.44040921330452,1.60691666603088,1.87666296958923,0.695272386074066,1.71669518947601,1.35472130775452,1.31387317180634,3.12552428245544,2.44044256210327,0.242757260799408,0.0967149510979652,0.138222768902779,2.46204113960266,0.882042467594147,0.924808323383331,1.58206641674042,0.937547981739044,1.70696067810059,0.900435209274292,0.909446001052856
1221,0.439287155866623,1.65902268886566,1.93820512294769,0.744190216064453,1.69910001754761,1.4011253118515,1.35561680793762,3.14060258865356,2.42841768264771,0.331324845552444,0.0951939448714256,0.131746456027031,2.4743218421936,0.911536395549774,0.932285964488983,1.63292694091797,0.947314977645874,1.80569684505463,0.889230966567993,0.901411712169647
1223,0.441672444343567,1.70261812210083,1.97418177127838,0.781224429607391,1.71185529232025,1.48470687866211,1.36111283302307,3.1253023147583,2.40556192398071,0.372572302818298,0.0663581117987633,0.088111087679863,2.42205119132996,0.920861124992371,0.979757189750671,1.64620208740234,0.912062704563141,1.85246682167053,0.898074388504028,0.941928386688232
1225,0.394785195589066,1.76934671401978,2.00143361091614,0.811543941497803,1.74446761608124,1.53822183609009,1.35942900180817,3.07888627052307,2.40295076370239,0.405996978282928,0.0473118610680103,0.0514039844274521,2.39921545982361,0.931415855884552,1.02725660800934,1.65295231342316,0.880310773849487,1.88999211788177,0.88397079706192,1.02313852310181
1227,0.347830355167389,1.83130073547363,2.06028175354004,0.831798851490021,1.7859114408493,1.56218874454498,1.39548754692078,3.03528165817261,2.3839864730835,0.433202922344208,0.0117602599784732,0.0514299869537354,2.41209936141968,0.92841899394989,1.04672849178314,1.64548349380493,0.87171596288681,1.92506814002991,0.849653661251068,1.06540560722351
1229,0.329574048519135,1.83746767044067,2.11744022369385,0.838282406330109,1.8055773973465,1.60690212249756,1.44224834442139,3.02299046516418,2.34575867652893,0.443822085857391,-0.0306400395929813,0.0532577820122242,2.42793798446655,0.931962549686432,1.04363000392914,1.62641108036041,0.866534829139709,1.95709550380707,0.813736438751221,1.05753791332245
1231,0.324231863021851,1.81836187839508,2.14865112304688,0.862955629825592,1.79730021953583,1.63403487205505,1.46075832843781,2.99188756942749,2.28693795204163,0.44902703166008,-0.0432458147406578,0.0366014838218689,2.4004921913147,0.944161713123322,1.04221308231354,1.57882118225098,0.875317335128784,2.00931930541992,0.761183202266693,1.05428111553192
1233,0.333344519138336,1.83092725276947,2.11327600479126,0.897547781467438,1.8012672662735,1.6527636051178,1.46639430522919,2.95768284797668,2.20407605171204,0.462440937757492,-0.0382015034556389,0.0200592819601297,2.38746857643127,0.966067135334015,1.06037962436676,1.52905988693237,0.880500972270966,2.05748009681702,0.709385931491852,1.05713760852814
1235,0.342873364686966,1.84406077861786,2.08555722236633,0.954741179943085,1.78880727291107,1.71622323989868,1.47310972213745,2.92142033576965,2.14695024490356,0.474169313907623,-0.0170849729329348,0.0182100590318441,2.37415051460266,1.00756514072418,1.10129392147064,1.50786125659943,0.895552515983582,2.10621786117554,0.700645923614502,1.03666567802429
1237,0.332788050174713,1.81860768795013,2.06748557090759,0.997232496738434,1.76418721675873,1.79926693439484,1.47216033935547,2.88122582435608,2.13278269767761,0.477495759725571,-0.0220600143074989,0.0351287983357906,2.32250213623047,1.05955696105957,1.15410208702087,1.50265872478485,0.907399713993073,2.14715313911438,0.705449938774109,0.995404958724976
1239,0.320530831813812,1.79720962047577,2.04040575027466,1.03646814823151,1.73949670791626,1.86994934082031,1.42022275924683,2.83603453636169,2.14733648300171,0.491460025310516,-0.0605514347553253,0.0735948979854584,2.23382043838501,1.07887995243073,1.20641994476318,1.50572872161865,0.908973038196564,2.14428210258484,0.695311188697815,0.997440338134766
1241,0.314680755138397,1.79761624336243,2.02937269210815,1.08638620376587,1.71393084526062,1.90033483505249,1.35257124900818,2.81310176849365,2.15758466720581,0.506933987140656,-0.107496432960033,0.105786100029945,2.15315556526184,1.0543669462204,1.21378576755524,1.4896137714386,0.915330171585083,2.12054228782654,0.67862069606781,1.03019833564758
1243,0.35260546207428,1.8223888874054,2.0112419128418,1.08094906806946,1.69284951686859,1.89189529418945,1.32407665252686,2.79615616798401,2.15985035896301,0.517675161361694,-0.123002022504807,0.112255275249481,2.10379314422607,1.01284849643707,1.16419494152069,1.48097848892212,0.924927711486816,2.15212535858154,0.677104353904724,1.06915402412415
1245,0.39338955283165,1.85995805263519,2.02020192146301,1.0609689950943,1.68064785003662,1.83581912517548,1.32441139221191,2.72491550445557,2.14065456390381,0.5103919506073,-0.109738647937775,0.106560617685318,2.10268998146057,0.981876492500305,1.11905229091644,1.47372400760651,0.943410396575928,2.22362041473389,0.689787626266479,1.09146106243134
1247,0.413552939891815,1.90278732776642,2.05496335029602,1.05301368236542,1.7085462808609,1.81298243999481,1.3401882648468,2.61668634414673,2.10439205169678,0.512873768806458,-0.0660567358136177,0.0874288007616997,2.15128588676453,0.957200706005096,1.12280404567719,1.48192524909973,0.984404802322388,2.25574851036072,0.689122080802917,1.10498666763306
1249,0.453616887331009,1.94010949134827,2.06388211250305,1.05563509464264,1.76453804969788,1.8117036819458,1.38047051429749,2.55411815643311,2.07737064361572,0.556806087493896,-0.0348923057317734,0.0665058791637421,2.20207166671753,0.966628730297089,1.15455210208893,1.4941987991333,1.00955426692963,2.22849798202515,0.67253577709198,1.11901795864105
1251,0.505977988243103,1.98247897624969,2.05421781539917,1.06772935390472,1.78527760505676,1.81777799129486,1.37651598453522,2.5454158782959,2.08091688156128,0.620247900485992,-0.015862824395299,0.0515769980847836,2.21127939224243,0.983035802841187,1.14729750156403,1.50571417808533,0.989853262901306,2.17528223991394,0.629850804805756,1.1267341375351
1253,0.530341804027557,1.99904406070709,2.02480888366699,1.08799719810486,1.7652473449707,1.82152616977692,1.34942424297333,2.5301787853241,2.06603384017944,0.659828126430511,0.0115037905052304,0.0667664632201195,2.19382882118225,0.998364329338074,1.12410271167755,1.48143792152405,0.963491022586823,2.17689204216003,0.612040936946869,1.11520910263062
1255,0.532979309558868,1.96164631843567,1.99179923534393,1.10092198848724,1.7209837436676,1.81000280380249,1.32801520824432,2.49218583106995,2.02647924423218,0.676437199115753,0.0460636354982853,0.0929181277751923,2.15350985527039,1.00589799880981,1.11817228794098,1.43922710418701,0.950069069862366,2.20267367362976,0.595607995986938,1.10427224636078
1257,0.533091008663177,1.91296648979187,1.96738386154175,1.12284779548645,1.66959857940674,1.79473650455475,1.32010877132416,2.43306422233582,2.00933647155762,0.685590267181396,0.0636526271700859,0.111758410930634,2.12463116645813,0.989709734916687,1.12000393867493,1.38384437561035,0.955882549285889,2.22252559661865,0.587176203727722,1.09402418136597
1259,0.533576011657715,1.90045893192291,1.96498286724091,1.14082491397858,1.65078544616699,1.81198906898499,1.30277180671692,2.37242960929871,1.98995840549469,0.692163944244385,0.0531139299273491,0.115639738738537,2.1154510974884,0.973096072673798,1.12156069278717,1.34151935577393,0.954322934150696,2.22924947738647,0.591970443725586,1.07140719890594
1261,0.526018917560577,1.89206218719482,1.98202240467072,1.16451370716095,1.65066158771515,1.83815085887909,1.29246318340302,2.33999848365784,1.96394455432892,0.67329865694046,0.0497558191418648,0.117750331759453,2.10926222801208,0.995410323143005,1.12323343753815,1.31881427764893,0.948894202709198,2.24517369270325,0.596889793872833,1.03653478622437
1263,0.519860804080963,1.89528036117554,1.99884724617004,1.18104684352875,1.6634019613266,1.84807181358337,1.31048321723938,2.3522207736969,1.94561040401459,0.662856221199036,0.0363418348133564,0.112304389476776,2.09908699989319,1.02023255825043,1.12003839015961,1.31229615211487,0.93244069814682,2.26253747940063,0.599756419658661,1.00513625144958
1265,0.487247705459595,1.90363466739655,2.00672578811646,1.17051100730896,1.67948043346405,1.83906722068787,1.32036173343658,2.36547827720642,1.93992650508881,0.670729696750641,0.035407580435276,0.116273693740368,2.07739496231079,1.02235972881317,1.10983145236969,1.32872259616852,0.920701146125793,2.24921011924744,0.599777936935425,1.00993967056274
1267,0.436764389276505,1.90380418300629,1.97888457775116,1.13740873336792,1.68367028236389,1.81014549732208,1.33226323127747,2.3331081867218,1.96615171432495,0.684794962406158,0.0519604720175266,0.128358513116837,2.05445575714111,1.02147400379181,1.12552082538605,1.33100557327271,0.927320539951324,2.21934294700623,0.584605872631073,1.05761647224426
1269,0.409583479166031,1.8914555311203,1.93618714809418,1.11955773830414,1.68138515949249,1.79448127746582,1.33483278751373,2.28392100334167,1.99900615215302,0.686709046363831,0.0550007969141006,0.146123424172401,2.04152464866638,1.00954508781433,1.14028549194336,1.32035100460052,0.934448719024658,2.19242572784424,0.570230662822723,1.07732784748077
1271,0.418625503778458,1.87543189525604,1.92466413974762,1.12058293819427,1.6742194890976,1.79914784431458,1.31839430332184,2.25468301773071,2.02423548698425,0.678387999534607,0.0535824038088322,0.130409374833107,2.01686024665833,0.990870654582977,1.127406001091,1.32135939598083,0.927292585372925,2.17280030250549,0.546686172485352,1.07068729400635
1273,0.449489563703537,1.86747217178345,1.92353451251984,1.10884261131287,1.67231452465057,1.79869556427002,1.28437066078186,2.24943614006042,2.03356289863586,0.664148390293121,0.0398258119821548,0.109572008252144,1.97999691963196,0.974488258361816,1.10701203346252,1.34130859375,0.916662573814392,2.16931223869324,0.534565091133118,1.07926201820374
1275,0.462696105241776,1.8693550825119,1.91627109050751,1.11196863651276,1.70107328891754,1.80030500888824,1.25304400920868,2.22190594673157,2.04235744476318,0.664698123931885,0.0127070862799883,0.0891926661133766,1.96245610713959,0.976379930973053,1.10572230815887,1.36382925510406,0.907080948352814,2.17755341529846,0.534070789813995,1.09680891036987
1277,0.435561418533325,1.86274254322052,1.91757333278656,1.15634155273438,1.70839023590088,1.81683599948883,1.24271154403687,2.18606281280518,2.02447438240051,0.654627680778503,-0.00663537811487913,0.0739602148532867,1.95377290248871,0.997742891311646,1.1042857170105,1.38152313232422,0.910632789134979,2.20333194732666,0.524955689907074,1.10030519962311
1279,0.393803209066391,1.84658491611481,1.91971111297607,1.17821633815765,1.69355416297913,1.80560696125031,1.2436842918396,2.17079138755798,1.99171280860901,0.636680781841278,-0.00166553782764822,0.0779586955904961,1.94937801361084,1.02050399780273,1.08545064926147,1.39338541030884,0.922724664211273,2.23216271400452,0.530249178409576,1.08852362632751
1281,0.384245365858078,1.83768236637115,1.9273966550827,1.18282794952393,1.68336713314056,1.78078186511993,1.25102245807648,2.16323232650757,1.96275210380554,0.636634707450867,-0.006126977968961,0.0960234329104424,1.94424450397491,1.01784467697144,1.06870257854462,1.37993025779724,0.940975248813629,2.23343348503113,0.536625385284424,1.09119963645935
1283,0.381340205669403,1.83854627609253,1.93784642219543,1.18312561511993,1.68899261951447,1.78105926513672,1.2578592300415,2.14419150352478,1.94423639774323,0.64454174041748,-0.00565322628244758,0.105655536055565,1.93574106693268,0.995094895362854,1.06258392333984,1.33189916610718,0.965390026569366,2.21708416938782,0.535332322120667,1.08817958831787
1285,0.381583034992218,1.83313918113708,1.94856286048889,1.16205728054047,1.70771288871765,1.79401934146881,1.26526021957397,2.11411762237549,1.95139014720917,0.645115256309509,0.00380033976398408,0.118066467344761,1.9487509727478,0.985728681087494,1.03713595867157,1.27873206138611,0.971951961517334,2.20622205734253,0.53808867931366,1.08923637866974
1287,0.374655187129974,1.83156657218933,1.95820009708405,1.14077389240265,1.71156895160675,1.81851470470428,1.26647770404816,2.10242080688477,1.98446094989777,0.645583033561707,0.0179865136742592,0.128348961472511,1.9588668346405,0.987817406654358,1.0184953212738,1.27221572399139,0.976552784442902,2.22000169754028,0.516714572906494,1.0939861536026
1289,0.369617909193039,1.82642841339111,1.95215964317322,1.13928472995758,1.71208679676056,1.85381960868835,1.26910483837128,2.12417531013489,2.01323628425598,0.653927147388458,0.0120520321652293,0.124835081398487,1.95785689353943,0.99415647983551,1.02758717536926,1.2960741519928,0.996158301830292,2.23939156532288,0.485426843166351,1.09029185771942
1291,0.370589554309845,1.83321797847748,1.93033313751221,1.16514205932617,1.70509052276611,1.88645315170288,1.27081620693207,2.14580869674683,2.02937960624695,0.659278512001038,-0.00732372142374516,0.127508565783501,1.9470340013504,1.00871920585632,1.04675364494324,1.3287239074707,1.01737987995148,2.24854969978333,0.475075006484985,1.0871422290802
1293,0.378949970006943,1.84966886043549,1.92611515522003,1.17829596996307,1.70390474796295,1.90112829208374,1.27419900894165,2.14941692352295,2.02091574668884,0.657126486301422,-0.000948073342442513,0.147091507911682,1.96524250507355,1.02915871143341,1.05013799667358,1.34118938446045,1.02975881099701,2.26628470420837,0.483596205711365,1.09404146671295
1295,0.406907677650452,1.85642945766449,1.92407119274139,1.17698097229004,1.70311617851257,1.91692411899567,1.27774930000305,2.14038872718811,2.0003068447113,0.659891664981842,0.00243333424441516,0.163917392492294,2.02133584022522,1.03277289867401,1.04364728927612,1.34757745265961,1.04446232318878,2.2885684967041,0.502902030944824,1.12204456329346
1297,0.437959522008896,1.85509860515594,1.90959310531616,1.19345462322235,1.70866644382477,1.92897188663483,1.27887332439423,2.12545132637024,1.98689639568329,0.69152843952179,-0.0115336189046502,0.181910693645477,2.07669615745544,1.02754580974579,1.05513191223145,1.3584930896759,1.05724632740021,2.30890488624573,0.51606959104538,1.14541709423065
1299,0.460558235645294,1.86928355693817,1.9078164100647,1.22074615955353,1.71092855930328,1.93321394920349,1.28137564659119,2.11704182624817,1.98368644714355,0.72539097070694,-0.0175913404673338,0.189540356397629,2.12485885620117,1.01726853847504,1.07548463344574,1.36316812038422,1.0616729259491,2.31245231628418,0.521892666816711,1.1507728099823
1301,0.471995055675507,1.88607668876648,1.93364000320435,1.23298859596252,1.71132218837738,1.94302332401276,1.28420042991638,2.09299492835999,1.97417902946472,0.731127142906189,-0.0173842590302229,0.191618859767914,2.1621789932251,1.00710833072662,1.08686137199402,1.36711382865906,1.05440711975098,2.30954885482788,0.52389657497406,1.16848230361938
1303,0.460741758346558,1.92439699172974,1.95763289928436,1.23583102226257,1.7138444185257,1.96577143669128,1.28774869441986,2.06949710845947,1.95586585998535,0.724819123744965,-0.00104379723779857,0.19661071896553,2.20468068122864,1.00043034553528,1.10294842720032,1.3768846988678,1.05672407150269,2.30764007568359,0.52301824092865,1.18712759017944
1305,0.437512695789337,1.95671916007996,1.96302533149719,1.23605632781982,1.70796477794647,1.99076271057129,1.2878133058548,2.06202602386475,1.95177853107452,0.71970796585083,0.0120672294870019,0.199442118406296,2.26125192642212,0.9908127784729,1.12211048603058,1.38599765300751,1.06468093395233,2.31371474266052,0.525783538818359,1.18002152442932
1307,0.408616274595261,1.97626924514771,1.96381342411041,1.24126791954041,1.69732773303986,1.99636316299438,1.28396534919739,2.06852078437805,1.9719911813736,0.726027071475983,0.0194115228950977,0.213267460465431,2.30949068069458,1.00219786167145,1.13621783256531,1.39111268520355,1.07182848453522,2.31205415725708,0.519133150577545,1.16951942443848
1309,0.394722998142242,1.99711108207703,1.97046637535095,1.25112700462341,1.70792877674103,1.98705410957336,1.28288912773132,2.0825366973877,1.98509871959686,0.738310098648071,0.0192720219492912,0.225777506828308,2.33986210823059,1.02883696556091,1.13178968429565,1.38404774665833,1.07370209693909,2.30567240715027,0.511834502220154,1.16161203384399
1311,0.389609187841415,2.00492811203003,1.98280131816864,1.26423668861389,1.7256087064743,1.97239923477173,1.27650344371796,2.08913278579712,1.99574983119965,0.737519204616547,0.0177068077027798,0.233319371938705,2.3580014705658,1.04684638977051,1.12218630313873,1.38232445716858,1.07801914215088,2.29407215118408,0.502703130245209,1.15674424171448
1313,0.377489537000656,1.99583220481873,1.98852431774139,1.27726757526398,1.7401978969574,1.96177637577057,1.26816165447235,2.07721066474915,2.0033106803894,0.729407846927643,0.0174704156816006,0.224471539258957,2.36902976036072,1.04447412490845,1.12370872497559,1.3936675786972,1.08725452423096,2.27884769439697,0.485441148281097,1.16023015975952
1315,0.382914304733276,1.97441983222961,1.97698247432709,1.26618719100952,1.7460263967514,1.96187245845795,1.26028287410736,2.05144262313843,2.00478529930115,0.717914521694183,0.0140668759122491,0.206201687455177,2.37030744552612,1.04034471511841,1.13235795497894,1.39735496044159,1.09598064422607,2.26223278045654,0.471288710832596,1.16372179985046
1317,0.406176865100861,1.95815312862396,1.96722304821014,1.24952232837677,1.74733638763428,1.97893881797791,1.2617644071579,2.02672004699707,2.00367784500122,0.706582069396973,0.00145793030969799,0.191954553127289,2.38361573219299,1.0369735956192,1.14054989814758,1.39008808135986,1.10537874698639,2.25247359275818,0.460993736982346,1.16410136222839
1319,0.408609688282013,1.95092070102692,1.96870458126068,1.24560821056366,1.748011469841,1.99584579467773,1.27509951591492,2.00328516960144,2.00838351249695,0.7030029296875,-0.00864236708730459,0.189834386110306,2.40855550765991,1.03251695632935,1.14300239086151,1.37393188476563,1.09852075576782,2.25925850868225,0.460462987422943,1.15728068351746
1321,0.407097697257996,1.94860780239105,1.97093284130096,1.25007450580597,1.74575126171112,2.00135445594788,1.27789294719696,1.98687279224396,1.98792064189911,0.699331879615784,-0.011477941647172,0.19250376522541,2.41342735290527,1.01552987098694,1.13666725158691,1.35806834697723,1.08783352375031,2.26151299476624,0.473717302083969,1.13755071163177
1323,0.417271822690964,1.94591808319092,1.96540784835815,1.26004135608673,1.7393491268158,2.00428771972656,1.27427089214325,1.97254168987274,1.96537923812866,0.703369736671448,-0.0125446049496531,0.198207139968872,2.39932250976563,0.99635124206543,1.12225902080536,1.3479540348053,1.07993578910828,2.25766038894653,0.489647388458252,1.12658452987671
1325,0.419289588928223,1.95190298557281,1.95690619945526,1.26141893863678,1.7332900762558,2.01542711257935,1.27311527729034,1.95703160762787,1.94542622566223,0.718843281269073,-0.0104153538122773,0.204907462000847,2.38668584823608,0.992978155612946,1.10422050952911,1.34461557865143,1.06826663017273,2.26008772850037,0.494077801704407,1.12489807605743
1327,0.419372498989105,1.94214224815369,1.93262016773224,1.24925553798676,1.72041630744934,2.01519465446472,1.25502586364746,1.93914997577667,1.91661036014557,0.72976815700531,0.00734426453709602,0.21896043419838,2.36342906951904,0.999513983726501,1.09647560119629,1.3390052318573,1.05688774585724,2.24968123435974,0.477136582136154,1.12682676315308
1329,0.434580028057098,1.93591344356537,1.909823179245,1.24535548686981,1.71799635887146,2.00435996055603,1.21908140182495,1.93406140804291,1.89335680007935,0.729509294033051,0.0230640526860952,0.219805330038071,2.31247472763062,1.00890719890594,1.09557044506073,1.33474779129028,1.05821394920349,2.23618364334106,0.458769738674164,1.12389242649078
1331,0.453404456377029,1.92359972000122,1.89221668243408,1.24214398860931,1.70790231227875,1.98634815216064,1.19126772880554,1.93991720676422,1.87397122383118,0.732570290565491,0.0334780812263489,0.213519707322121,2.25891900062561,1.0262279510498,1.09297847747803,1.3239711523056,1.07396578788757,2.22356486320496,0.448714017868042,1.12435674667358
1333,0.452531307935715,1.90478312969208,1.88191199302673,1.23421120643616,1.69608187675476,1.97070467472076,1.17475962638855,1.93441462516785,1.85431408882141,0.730970561504364,0.0402138605713844,0.21441538631916,2.21417689323425,1.04427146911621,1.09542238712311,1.31746077537537,1.07624685764313,2.21158719062805,0.450478434562683,1.12411653995514
1335,0.425305306911469,1.87855362892151,1.85764467716217,1.21772146224976,1.68294286727905,1.94557583332062,1.15864598751068,1.92038428783417,1.84531700611115,0.713152170181274,0.0300971306860447,0.21516627073288,2.17763018608093,1.03197503089905,1.0970242023468,1.31336188316345,1.05231189727783,2.20223546028137,0.452752023935318,1.11645519733429
1337,0.390512079000473,1.86855888366699,1.84186494350433,1.20050120353699,1.66671764850616,1.92224931716919,1.13991141319275,1.91731202602386,1.83877968788147,0.689910531044006,0.0140424584969878,0.208677813410759,2.13441038131714,1.00481474399567,1.08170449733734,1.29620218276978,1.02211105823517,2.18634581565857,0.442616909742355,1.10669660568237
1339,0.370629817247391,1.87683427333832,1.8554562330246,1.19307827949524,1.6482207775116,1.92130529880524,1.14996254444122,1.9093713760376,1.83132147789001,0.684147417545319,-0.00351473712362349,0.200343251228333,2.09262108802795,0.981337010860443,1.07045912742615,1.28413140773773,1.01577246189117,2.17000937461853,0.440379768610001,1.10457849502563
1341,0.367934316396713,1.87809669971466,1.8815621137619,1.18825554847717,1.63528573513031,1.93314158916473,1.17360615730286,1.90201556682587,1.82677030563354,0.703618049621582,-0.0123112816363573,0.198245137929916,2.03453540802002,0.971096813678741,1.06401169300079,1.27552676200867,1.02165269851685,2.16764521598816,0.442122608423233,1.10909593105316
1343,0.381035596132278,1.85818123817444,1.8911806344986,1.18542289733887,1.63790547847748,1.94948208332062,1.19574463367462,1.90136194229126,1.82762479782104,0.717085480690002,-0.0159836858510971,0.198080360889435,1.98125839233398,0.970340967178345,1.04897892475128,1.27490186691284,1.02186179161072,2.19023537635803,0.448169589042664,1.12048971652985
1345,0.388327151536942,1.83616423606873,1.88214838504791,1.18358910083771,1.64666044712067,1.95416975021362,1.19620001316071,1.89685392379761,1.82440793514252,0.72702032327652,-0.0108633087947965,0.190840065479279,1.94687521457672,0.979160726070404,1.04123902320862,1.26522314548492,1.0196932554245,2.20755672454834,0.456438362598419,1.12628841400146
1347,0.387892514467239,1.81705975532532,1.88793849945068,1.18291187286377,1.65587079524994,1.96533632278442,1.19247102737427,1.87083327770233,1.82034134864807,0.731799423694611,-0.0015835992526263,0.19164089858532,1.942587018013,0.983078062534332,1.0405867099762,1.2567001581192,1.03411185741425,2.20074844360352,0.464699238538742,1.11239063739777
1349,0.384818881750107,1.79729568958282,1.90375077724457,1.17354881763458,1.66489839553833,1.98235845565796,1.19588041305542,1.84401345252991,1.8168853521347,0.731308221817017,0.00311387935653329,0.212055653333664,1.95350110530853,0.991478860378265,1.04322588443756,1.25293099880219,1.04911482334137,2.19687724113464,0.465119957923889,1.0879921913147
1351,0.380936205387115,1.79992997646332,1.90806341171265,1.1714414358139,1.67190587520599,1.98750269412994,1.20451033115387,1.8383857011795,1.81544947624207,0.724828898906708,0.00653888611122966,0.227456465363503,1.96075570583344,0.993697106838226,1.05100691318512,1.25835871696472,1.05598926544189,2.19608020782471,0.451154261827469,1.07928597927094
1353,0.380851626396179,1.81598722934723,1.90476524829865,1.18179833889008,1.68195295333862,1.97556364536285,1.20790183544159,1.84360039234161,1.83475947380066,0.724920868873596,0.0135410148650408,0.240980640053749,1.97846174240112,0.973784804344177,1.06083452701569,1.267662525177,1.05888712406158,2.20668339729309,0.426722258329391,1.08978152275085
1355,0.387933254241943,1.83030271530151,1.90829801559448,1.19332027435303,1.69785583019257,1.96597611904144,1.20054769515991,1.85710990428925,1.85283267498016,0.727481663227081,0.00527071813121438,0.241832345724106,2.02031326293945,0.9654221534729,1.07327497005463,1.27667367458344,1.06603527069092,2.23650288581848,0.414736956357956,1.09521234035492
1357,0.392164051532745,1.84268248081207,1.9148188829422,1.19797360897064,1.70524287223816,1.96747279167175,1.20611608028412,1.88775217533112,1.85570967197418,0.736662864685059,-0.0143405487760901,0.231605738401413,2.07430124282837,0.974120497703552,1.0828652381897,1.2855761051178,1.07292950153351,2.2800555229187,0.41373285651207,1.10024762153625
1359,0.386476278305054,1.8675445318222,1.93055641651154,1.21014392375946,1.70060968399048,1.97103798389435,1.21108829975128,1.90960824489594,1.86611270904541,0.750658512115479,-0.0319769270718098,0.229289472103119,2.13424611091614,0.97981071472168,1.09781801700592,1.30195450782776,1.07530951499939,2.31187033653259,0.417726010084152,1.10668063163757
1361,0.382986485958099,1.92311143875122,1.97055780887604,1.24805974960327,1.70338487625122,2.01047396659851,1.22192335128784,1.92890512943268,1.87860512733459,0.772273540496826,-0.023121502250433,0.242463812232018,2.22490739822388,0.995938837528229,1.132892370224,1.33172202110291,1.09445345401764,2.35018348693848,0.43486687541008,1.12729239463806
1363,0.403179734945297,2.00172972679138,2.03263711929321,1.29574716091156,1.73024380207062,2.07999157905579,1.244220495224,1.94884979724884,1.89279985427856,0.810375928878784,-0.00327322236262262,0.269846200942993,2.33441567420959,1.02473831176758,1.17161095142365,1.36325228214264,1.12486159801483,2.40220642089844,0.451937884092331,1.17357122898102
1365,0.430778831243515,2.06576776504517,2.09013152122498,1.32231760025024,1.75515019893646,2.14554619789124,1.27801096439362,1.99085783958435,1.91168773174286,0.851041436195374,0.00611619930714369,0.297936052083969,2.42854571342468,1.04895734786987,1.20698750019073,1.39646875858307,1.15802276134491,2.45282077789307,0.454462587833405,1.2176992893219
1367,0.442139863967896,2.11169958114624,2.14841747283936,1.34293305873871,1.78233623504639,2.21781134605408,1.32034313678741,2.05297589302063,1.93592894077301,0.878644645214081,0.00905449409037828,0.309321492910385,2.52807283401489,1.06260347366333,1.23995280265808,1.43887853622437,1.18694078922272,2.51313877105713,0.454357862472534,1.25424325466156
1369,0.435856133699417,2.15016436576843,2.21167850494385,1.36213541030884,1.82122337818146,2.2940845489502,1.36146712303162,2.10695290565491,1.95800948143005,0.888938546180725,0.0111885759979486,0.293980658054352,2.63246774673462,1.07381558418274,1.27085816860199,1.48583137989044,1.20583844184875,2.56745290756226,0.466073006391525,1.27900552749634
