,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 15/O-PTIR","O-PTIR 16/O-PTIR","O-PTIR 17/O-PTIR","O-PTIR 18/O-PTIR","O-PTIR 19/O-PTIR","O-PTIR 22/O-PTIR","O-PTIR 24/O-PTIR","O-PTIR 25/O-PTIR","O-PTIR 26/O-PTIR","O-PTIR 27/O-PTIR"
1013,0.882757663726807,3.28199458122253,2.93685460090637,1.58143031597137,2.16069340705872,3.01134896278381,2.04813694953918,3.72593998908997,2.41912531852722,1.09042882919312,-0.0822743251919746,0.304842829704285,3.80083513259888,0.482776612043381,1.76392769813538,2.72632932662964,1.44545447826385,1.19662201404572,1.15199136734009,1.22337090969086
1015,0.935350775718689,3.47301578521729,3.08216190338135,1.69142365455627,2.27423763275146,3.17754983901978,2.16058611869812,3.85164141654968,2.5019314289093,1.15661919116974,-0.0850331410765648,0.323774695396423,3.98792195320129,0.495582342147827,1.83030557632446,2.78749227523804,1.5223149061203,1.24437725543976,1.17854559421539,1.31144332885742
1017,0.994174301624298,3.68357753753662,3.22279000282288,1.77486705780029,2.39722204208374,3.33073949813843,2.27606773376465,3.9700129032135,2.5762083530426,1.21035623550415,-0.0658105537295341,0.353915512561798,4.16756820678711,0.519008815288544,1.89776420593262,2.85075402259827,1.6170619726181,1.31546497344971,1.206183552742,1.39352142810822
1019,1.03663659095764,3.92165565490723,3.34833574295044,1.83800792694092,2.53601717948914,3.49089574813843,2.37249326705933,4.10080194473267,2.64020037651062,1.27392399311066,-0.0471645593643188,0.385538101196289,4.36735486984253,0.549472391605377,1.95863044261932,2.93289923667908,1.73166227340698,1.38937425613403,1.23563921451569,1.48287630081177
1021,1.0843346118927,4.12118434906006,3.46588230133057,1.89975774288177,2.6673104763031,3.64816784858704,2.47768568992615,4.24519824981689,2.72068285942078,1.34074664115906,-0.0423861145973206,0.412507623434067,4.56631374359131,0.554857850074768,2.02487802505493,3.02701139450073,1.84216511249542,1.48092246055603,1.25289487838745,1.58538830280304
1023,1.13849818706512,4.27343797683716,3.57345938682556,1.97930932044983,2.7939829826355,3.78392505645752,2.58031749725342,4.37643194198608,2.80380153656006,1.39377641677856,-0.0388352088630199,0.447307139635086,4.73107624053955,0.529797673225403,2.09477519989014,3.11537933349609,1.93656706809998,1.57714676856995,1.25323104858398,1.67393839359283
1025,1.1787029504776,4.40209722518921,3.70938944816589,2.04610967636108,2.92115020751953,3.91018223762512,2.66475248336792,4.47808504104614,2.86478781700134,1.43130087852478,-0.0449393168091774,0.480105131864548,4.80170106887817,0.513375997543335,2.14319562911987,3.20655083656311,2.02775859832764,1.66227269172668,1.2515869140625,1.7527881860733
1027,1.19694972038269,4.52895832061768,3.88150858879089,2.10988140106201,3.02954697608948,4.04177951812744,2.75259971618652,4.58112573623657,2.92201900482178,1.46876764297485,-0.0577945411205292,0.514035701751709,4.83882761001587,0.52082085609436,2.1768810749054,3.31991219520569,2.10815143585205,1.71985447406769,1.26848292350769,1.82174432277679
1029,1.21785306930542,4.66998386383057,4.04309415817261,2.19199347496033,3.10448479652405,4.170485496521,2.85102105140686,4.69803142547607,2.97343492507935,1.50772440433502,-0.0367266498506069,0.549908638000488,4.91899299621582,0.53331583738327,2.21511888504028,3.4168598651886,2.18393468856812,1.74316847324371,1.2977283000946,1.90077495574951
1031,1.2524573802948,4.82399082183838,4.16471910476685,2.26324033737183,3.17167901992798,4.2701997756958,2.9349262714386,4.82167768478394,3.02203369140625,1.55280804634094,-0.0250440891832113,0.581569731235504,5.033935546875,0.542184591293335,2.26905417442322,3.48751044273376,2.23716497421265,1.74376618862152,1.33785772323608,2.0004870891571
