,"O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 10/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 10/O-PTIR","O-PTIR 13/O-PTIR","O-PTIR 14/O-PTIR"
1225,1.59182488918304,0.843895256519318,0.357061207294464,0.726018965244293,1.5831686258316,-0.204908266663551,1.6561199426651,0.113982133567333,0.0813730582594872,0.915289402008057,0.975336253643036,0.0411231406033039,3.46760296821594,0.670878887176514,0.70635449886322,0.640976309776306,0.181277707219124,2.72914385795593,0.904064893722534
1227,1.55436420440674,0.934557914733887,0.366173207759857,0.667213141918182,1.61065554618835,-0.218494579195976,1.6659814119339,0.092136912047863,0.168652147054672,0.973457276821136,0.951421678066254,0.0317899212241173,3.45170855522156,0.664574146270752,0.705195248126984,0.6407590508461,0.186381414532661,2.86696362495422,1.07216382026672
1229,1.45007491111755,1.04846513271332,0.338537633419037,0.677867949008942,1.6516637802124,-0.180569142103195,1.62284731864929,0.202489987015724,0.217159181833267,1.069451212883,0.875349879264832,-0.040209487080574,3.43727111816406,0.672603249549866,0.694582521915436,0.546430230140686,0.174499437212944,2.91335463523865,1.14811038970947
1231,1.42116010189056,1.0990663766861,0.344231933355331,0.700618088245392,1.66211009025574,-0.189701020717621,1.6088262796402,0.402551800012589,0.244372576475143,1.08900332450867,0.806878685951233,-0.0636459663510323,3.34073138237,0.733742713928223,0.618692398071289,0.510342478752136,0.188576638698578,2.90014171600342,1.20521247386932
1233,1.43057894706726,1.08136343955994,0.344577312469482,0.715266585350037,1.61511695384979,-0.198211029171944,1.65037655830383,0.478083282709122,0.302965641021729,1.11341178417206,0.811469316482544,-0.0655162036418915,3.24307179450989,0.828446507453918,0.550927639007568,0.561240673065186,0.199993118643761,2.8209810256958,1.26626086235046
1235,1.44023895263672,1.06388127803802,0.334706842899323,0.795523643493652,1.53589081764221,-0.0817295536398888,1.6728709936142,0.471837669610977,0.341480046510696,1.16407299041748,0.892277836799622,-0.111049816012383,3.16370272636414,0.865146934986115,0.504279136657715,0.666140913963318,0.217389509081841,2.71958088874817,1.28745055198669
1237,1.47559261322021,1.01387047767639,0.337311983108521,0.907471120357513,1.54020261764526,0.0572069324553013,1.66095316410065,0.453327238559723,0.336046248674393,1.19199275970459,0.957695841789246,-0.0719601735472679,3.15230512619019,0.789067566394806,0.490229964256287,0.752768278121948,0.318664133548737,2.67110204696655,1.29935932159424
1239,1.48802781105042,0.92618465423584,0.339473396539688,0.956597089767456,1.60844278335571,0.098339281976223,1.64137756824493,0.43479511141777,0.342255085706711,1.16534161567688,1.01470172405243,-0.00336901959963143,3.18674612045288,0.705747902393341,0.526115834712982,0.781324207782745,0.384623110294342,2.68858528137207,1.27010810375214
1241,1.45139503479004,0.92356538772583,0.329541355371475,0.956052780151367,1.67788672447205,0.0957032665610313,1.6963312625885,0.405333876609802,0.307993292808533,1.17842960357666,1.04351091384888,0.109710186719894,3.21286773681641,0.672491014003754,0.584744274616241,0.77324914932251,0.355688512325287,2.67218685150146,1.2595511674881
1243,1.43620872497559,0.988384008407593,0.330441236495972,0.943065166473389,1.71049249172211,0.0621146447956562,1.75961256027222,0.365540862083435,0.281129658222198,1.25761890411377,1.10524308681488,0.242941230535507,3.17961311340332,0.637360334396362,0.521443545818329,0.763416528701782,0.335501581430435,2.62293910980225,1.30351150035858
1245,1.47129929065704,1.08116269111633,0.367574065923691,0.929848074913025,1.64869582653046,0.0808346271514893,1.71268737316132,0.280540853738785,0.251293629407883,1.34420001506805,1.19266545772552,0.333654791116714,3.1645884513855,0.565999090671539,0.475671589374542,0.730261087417603,0.372893363237381,2.51604056358337,1.38419783115387
1247,1.5205717086792,1.09702837467194,0.394008189439774,0.926403880119324,1.57739877700806,0.107856564223766,1.61413264274597,0.322867631912231,0.227871626615524,1.32920837402344,1.27984833717346,0.340565830469131,3.20677018165588,0.552745342254639,0.459697633981705,0.686503767967224,0.417315036058426,2.4707248210907,1.41892790794373
1249,1.58638167381287,1.0795122385025,0.424468487501144,0.925638973712921,1.59639036655426,0.119872532784939,1.57018232345581,0.40663731098175,0.196142226457596,1.27343726158142,1.37453484535217,0.264347553253174,3.25255298614502,0.602563977241516,0.468374162912369,0.691005527973175,0.439828008413315,2.54269886016846,1.33496689796448
1251,1.55763840675354,1.07410204410553,0.437197923660278,0.95903754234314,1.68154847621918,0.0738759562373161,1.55615246295929,0.429529190063477,0.218475535511971,1.23400402069092,1.40971660614014,0.221683338284492,3.31272506713867,0.65336799621582,0.469969183206558,0.7506223320961,0.467379361391068,2.57561349868774,1.30363631248474
1253,1.46169912815094,1.05670809745789,0.425987958908081,0.973313570022583,1.81315112113953,0.0255233645439148,1.54113960266113,0.459725230932236,0.246344566345215,1.16413486003876,1.38399434089661,0.198679655790329,3.30226302146912,0.683783650398254,0.510455250740051,0.798923671245575,0.489867269992828,2.57307434082031,1.34576499462128
1255,1.4002742767334,1.01664471626282,0.427275389432907,0.911452651023865,1.86768412590027,0.0501594394445419,1.51591050624847,0.459708482027054,0.268265515565872,1.16053199768066,1.34308874607086,0.21883724629879,3.22243142127991,0.673401176929474,0.544892013072968,0.830630898475647,0.472868204116821,2.62230372428894,1.37976312637329
1257,1.41809010505676,0.984269738197327,0.430266797542572,0.870844066143036,1.84401321411133,0.051831167191267,1.53797900676727,0.418005526065826,0.312562644481659,1.21297597885132,1.29571580886841,0.212389975786209,3.14656162261963,0.647877335548401,0.576338410377502,0.881784677505493,0.446322649717331,2.73520445823669,1.47829616069794
1259,1.45635747909546,1.01468133926392,0.42315873503685,0.846638739109039,1.81553363800049,0.0220811143517494,1.5523419380188,0.389412611722946,0.316690295934677,1.31019687652588,1.23169553279877,0.145765691995621,3.0474956035614,0.641515016555786,0.599198758602142,0.938397765159607,0.461762994527817,2.84121584892273,1.59314095973969
1261,1.46421694755554,1.07755100727081,0.417827367782593,0.808443069458008,1.78531050682068,0.0282438844442368,1.56273365020752,0.381367474794388,0.269772380590439,1.33785915374756,1.17189252376556,0.138828575611115,2.96490955352783,0.609378695487976,0.607389450073242,0.984220921993256,0.506574392318726,2.92340755462646,1.62483394145966
1263,1.45672297477722,1.13216638565063,0.406771689653397,0.757230937480927,1.73106920719147,0.0837523713707924,1.56815195083618,0.34150630235672,0.23461751639843,1.26048684120178,1.13527882099152,0.179269388318062,2.92144417762756,0.55195540189743,0.614566147327423,1.02198553085327,0.565857529640198,2.88166880607605,1.5676943063736
1265,1.47513318061829,1.16324579715729,0.380342692136765,0.717090010643005,1.71836113929749,0.150021240115166,1.57377994060516,0.325965404510498,0.195851758122444,1.1790885925293,1.11559474468231,0.229717582464218,2.90990233421326,0.545745015144348,0.602194249629974,1.01498603820801,0.612019538879395,2.76710081100464,1.49549984931946
1267,1.49947655200958,1.17634868621826,0.36792853474617,0.741077780723572,1.77044606208801,0.208590045571327,1.51275300979614,0.319521009922028,0.1521857380867,1.16421103477478,1.17009079456329,0.234148800373077,2.8839168548584,0.576800465583801,0.591212213039398,1.00349426269531,0.599296510219574,2.66778564453125,1.48870730400085
1269,1.53827345371246,1.22381353378296,0.326709806919098,0.746798813343048,1.84526765346527,0.202855259180069,1.43811619281769,0.33163458108902,0.150780826807022,1.16779708862305,1.21516227722168,0.19065035879612,2.84115052223206,0.58360081911087,0.595838069915771,1.00980269908905,0.610393226146698,2.52648568153381,1.53168606758118
1271,1.54008877277374,1.2556529045105,0.288756161928177,0.717286169528961,1.86261928081512,0.209266275167465,1.39227259159088,0.334085583686829,0.18495674431324,1.14765644073486,1.23978233337402,0.162595510482788,2.80188584327698,0.5582475066185,0.618759036064148,1.03804099559784,0.676811873912811,2.34135675430298,1.56396985054016
1273,1.54065585136414,1.24633431434631,0.288755744695663,0.715661466121674,1.85365319252014,0.270170450210571,1.40145719051361,0.386495649814606,0.217385172843933,1.10192465782166,1.2099437713623,0.146846562623978,2.8367121219635,0.52460515499115,0.613285660743713,1.00789988040924,0.705172300338745,2.25075721740723,1.57165515422821
1275,1.54892086982727,1.24899065494537,0.321584045886993,0.775981307029724,1.85161006450653,0.31084418296814,1.43465614318848,0.423056721687317,0.278514802455902,1.1271448135376,1.2041722536087,0.189550787210464,2.8889422416687,0.481346249580383,0.626433372497559,0.983975470066071,0.661170959472656,2.28197479248047,1.55450522899628
1277,1.5818407535553,1.26365256309509,0.359744131565094,0.881302952766418,1.87329280376434,0.304355651140213,1.42636358737946,0.43710395693779,0.33748534321785,1.17201256752014,1.23956024646759,0.233344063162804,2.88388085365295,0.433971285820007,0.692290186882019,0.988398790359497,0.588564872741699,2.30363941192627,1.53516721725464
1279,1.60600328445435,1.26799082756042,0.407686918973923,0.898324191570282,1.85257434844971,0.237742483615875,1.38093936443329,0.459079056978226,0.380043417215347,1.20310878753662,1.25095093250275,0.234737291932106,2.85801362991333,0.430068671703339,0.778506696224213,1.01453816890717,0.553562760353088,2.26847672462463,1.49888157844543
1281,1.59651017189026,1.25827085971832,0.441447198390961,0.870328068733215,1.81034564971924,0.196184664964676,1.3430016040802,0.453561961650848,0.365301668643951,1.22524356842041,1.21021151542664,0.237714037299156,2.82074666023254,0.486821502447128,0.804557740688324,1.08335506916046,0.545759737491608,2.24101161956787,1.44315242767334
1283,1.57287585735321,1.27587246894836,0.449692398309708,0.828258275985718,1.82822155952454,0.232735142111778,1.31028735637665,0.431804955005646,0.341891795396805,1.27702295780182,1.15176260471344,0.24803152680397,2.80562853813171,0.597569942474365,0.834497630596161,1.12562441825867,0.59377533197403,2.26310038566589,1.41946995258331
1285,1.56472134590149,1.26960909366608,0.434783667325974,0.77364593744278,1.86183381080627,0.258383512496948,1.31754612922668,0.435729324817657,0.319112747907639,1.35668218135834,1.16947138309479,0.262338012456894,2.79463672637939,0.703857958316803,0.89200758934021,1.13702583312988,0.640658438205719,2.29762029647827,1.46282243728638
1287,1.57901680469513,1.26994109153748,0.421328186988831,0.733823478221893,1.89612245559692,0.254974484443665,1.3308048248291,0.460954904556274,0.311693429946899,1.41522777080536,1.18545603752136,0.299941599369049,2.77349495887756,0.743249237537384,0.943735599517822,1.1492828130722,0.615385234355927,2.34659266471863,1.50996804237366
1289,1.60154867172241,1.29957187175751,0.43731963634491,0.755855321884155,1.91641139984131,0.261791825294495,1.34577810764313,0.49777153134346,0.324501186609268,1.45322275161743,1.17543804645538,0.307242453098297,2.77547812461853,0.719596862792969,0.949322760105133,1.11988818645477,0.547227263450623,2.43290710449219,1.51325011253357
1291,1.62711012363434,1.29838490486145,0.439108848571777,0.847494721412659,1.90730655193329,0.247556924819946,1.36473882198334,0.520980477333069,0.354339778423309,1.477126121521,1.15754854679108,0.288967937231064,2.79443025588989,0.659819543361664,0.953765392303467,1.07290697097778,0.52220606803894,2.51848554611206,1.4968456029892
1293,1.63651537895203,1.30104577541351,0.415859699249268,0.925395131111145,1.91138827800751,0.232910364866257,1.37751019001007,0.492812365293503,0.409102886915207,1.51494109630585,1.14925217628479,0.329674541950226,2.81937384605408,0.595014631748199,0.910440802574158,1.06991589069366,0.576997756958008,2.57543110847473,1.45791208744049
1295,1.65340566635132,1.3152083158493,0.394031524658203,0.96575266122818,1.91229581832886,0.228002369403839,1.35244524478912,0.466022372245789,0.464875221252441,1.55002307891846,1.16245222091675,0.38718917965889,2.85363602638245,0.530591428279877,0.840988576412201,1.10360264778137,0.632896661758423,2.62814593315125,1.48220384120941
1297,1.68942618370056,1.29601228237152,0.352997958660126,0.97269868850708,1.91701233386993,0.255334734916687,1.34741675853729,0.469524085521698,0.497380256652832,1.55589520931244,1.21610164642334,0.419231384992599,2.90994501113892,0.513024508953094,0.795806527137756,1.13265061378479,0.694852530956268,2.66026759147644,1.61912953853607
1299,1.74893796443939,1.25234639644623,0.329465925693512,0.957283020019531,1.9617725610733,0.278765559196472,1.40488076210022,0.535097599029541,0.528067529201508,1.55341458320618,1.27777218818665,0.436370700597763,2.99264621734619,0.538145840167999,0.765003085136414,1.17435872554779,0.767587900161743,2.69457268714905,1.75744068622589
1301,1.8163822889328,1.2104823589325,0.334519952535629,0.975278735160828,2.02238726615906,0.295302361249924,1.45189595222473,0.583895623683929,0.572389960289001,1.59803593158722,1.33448350429535,0.463539570569992,3.05665349960327,0.562272429466248,0.720303595066071,1.21393442153931,0.800362229347229,2.70138454437256,1.84427809715271
1303,1.86990785598755,1.16666722297668,0.353898584842682,1.01053690910339,2.06616711616516,0.296487212181091,1.47563827037811,0.605302751064301,0.605534672737122,1.65104079246521,1.37697720527649,0.479473918676376,3.09042525291443,0.578197240829468,0.679739832878113,1.2574667930603,0.778419137001038,2.69515705108643,1.88975143432617
1305,1.91113460063934,1.1515291929245,0.369974344968796,1.01840567588806,2.08692932128906,0.282578527927399,1.49888670444489,0.637544333934784,0.652705490589142,1.68217957019806,1.38125693798065,0.52514237165451,3.10088729858398,0.586977660655975,0.654228627681732,1.31063258647919,0.786904036998749,2.70686340332031,1.92002594470978
1307,1.94678556919098,1.18167757987976,0.387086391448975,1.02334654331207,2.06592917442322,0.276675850152969,1.54484283924103,0.670169949531555,0.696775317192078,1.71493184566498,1.37287700176239,0.602894723415375,3.1392617225647,0.63421756029129,0.657012581825256,1.35051846504211,0.821505069732666,2.73819828033447,1.94505321979523
1309,1.97515857219696,1.20522117614746,0.385397106409073,1.03724384307861,2.01801228523254,0.27732989192009,1.59183764457703,0.692022204399109,0.724156022071838,1.72377264499664,1.36666762828827,0.654785811901093,3.18902897834778,0.664422690868378,0.647818088531494,1.38389456272125,0.842181086540222,2.77268028259277,1.94822108745575
1311,1.97591936588287,1.21498036384583,0.374811470508575,1.04667341709137,1.99795317649841,0.321444034576416,1.58995056152344,0.693820416927338,0.721239328384399,1.70683836936951,1.3458263874054,0.663853824138641,3.18130397796631,0.675701022148132,0.60034590959549,1.41727089881897,0.846539199352264,2.78409385681152,1.90947818756104
1313,1.97677218914032,1.19768857955933,0.371702611446381,1.05489504337311,1.98520839214325,0.36162269115448,1.53261566162109,0.691048741340637,0.723945736885071,1.70882833003998,1.29066979885101,0.630591630935669,3.12978720664978,0.663780629634857,0.577840745449066,1.42040967941284,0.818472146987915,2.81843233108521,1.89209222793579
1315,1.98635637760162,1.17536675930023,0.361337184906006,1.05992245674133,1.95400393009186,0.366155117750168,1.48002827167511,0.696181297302246,0.716360628604889,1.68549001216888,1.25489294528961,0.59503436088562,3.09223246574402,0.626287460327148,0.605398058891296,1.39745283126831,0.761138558387756,2.84487342834473,1.89792549610138
1317,1.99648892879486,1.16500186920166,0.341652154922485,1.08534562587738,1.93655550479889,0.351181924343109,1.48542594909668,0.679044783115387,0.744848191738129,1.64495348930359,1.25623190402985,0.57198566198349,3.0508599281311,0.595838189125061,0.652387857437134,1.37804758548737,0.716963052749634,2.86583566665649,1.930619597435
1319,2.01915097236633,1.16365551948547,0.348987579345703,1.11862349510193,1.93758726119995,0.29924538731575,1.49126744270325,0.700217247009277,0.801934778690338,1.63081169128418,1.25326454639435,0.585249125957489,3.007896900177,0.545534014701843,0.672775208950043,1.38252830505371,0.703245520591736,2.86149930953979,1.95638787746429
1321,2.04988837242126,1.14593040943146,0.368700742721558,1.15129578113556,1.94870758056641,0.25709992647171,1.46083664894104,0.756027162075043,0.870797693729401,1.62297165393829,1.24138307571411,0.610774159431458,2.96446895599365,0.526713490486145,0.656691610813141,1.40839540958405,0.686587631702423,2.83779191970825,1.97467947006226
1323,2.07682275772095,1.11029231548309,0.395701140165329,1.19250357151031,1.98314929008484,0.244745701551437,1.44215798377991,0.810028254985809,0.957547903060913,1.61225128173828,1.24541294574738,0.60130900144577,2.97383403778076,0.557478606700897,0.636840879917145,1.41803932189941,0.692102313041687,2.82641410827637,2.00368976593018
1325,2.10641121864319,1.08317184448242,0.397516012191772,1.21372509002686,2.0179717540741,0.239746615290642,1.45782506465912,0.837197959423065,1.00783288478851,1.60016262531281,1.28571581840515,0.593000769615173,3.01606678962708,0.607459664344788,0.615661799907684,1.41905391216278,0.741297721862793,2.85272693634033,2.02362632751465
1327,2.11691355705261,1.0903148651123,0.39251771569252,1.20761382579803,2.03219318389893,0.263695657253265,1.48798620700836,0.829634428024292,1.00077283382416,1.60861670970917,1.30910754203796,0.602355062961578,3.04807496070862,0.64782041311264,0.558283090591431,1.42293322086334,0.765389323234558,2.88804316520691,2.04320192337036
1329,2.10594391822815,1.09553551673889,0.398716896772385,1.18572151660919,2.02098727226257,0.314857929944992,1.49716746807098,0.790640592575073,0.994571924209595,1.64300334453583,1.32035744190216,0.611862003803253,3.05136394500732,0.663269221782684,0.514978528022766,1.41823983192444,0.761516869068146,2.90169262886047,2.05447888374329
1331,2.06854248046875,1.0871559381485,0.40649351477623,1.15047943592072,1.9896457195282,0.359118342399597,1.47727859020233,0.737732589244843,0.97294420003891,1.67627048492432,1.32822871208191,0.618199646472931,3.02076601982117,0.736656248569489,0.500085830688477,1.41878628730774,0.76586252450943,2.86871838569641,2.04880547523499
1333,2.01489663124084,1.06229341030121,0.398281067609787,1.11288607120514,1.95027041435242,0.381047785282135,1.44427442550659,0.719784915447235,0.940029203891754,1.6474301815033,1.32940018177032,0.641671776771545,2.94671416282654,0.801573574542999,0.506649494171143,1.43133664131165,0.75469958782196,2.78646612167358,2.03196978569031
1335,1.96693050861359,1.02196359634399,0.364429533481598,1.07105231285095,1.90985751152039,0.3831827044487,1.39163613319397,0.710191249847412,0.887762188911438,1.55985450744629,1.32753396034241,0.65346747636795,2.85765528678894,0.792125046253204,0.502328217029572,1.43568277359009,0.723859369754791,2.66800808906555,2.01710891723633
1337,1.92471218109131,0.99373197555542,0.339901834726334,1.02311301231384,1.86365878582001,0.355411380529404,1.31897795200348,0.709262847900391,0.828648567199707,1.51687872409821,1.30019044876099,0.612784504890442,2.778648853302,0.747579455375671,0.480322152376175,1.41972970962524,0.698151528835297,2.58555316925049,2.01272892951965
1339,1.90530848503113,0.996039867401123,0.340454280376434,0.995004236698151,1.8586277961731,0.321319878101349,1.29277861118317,0.707396328449249,0.814894318580627,1.53360962867737,1.25659227371216,0.586140751838684,2.7264187335968,0.760319113731384,0.4703249335289,1.41418850421906,0.68017852306366,2.51908850669861,2.02640128135681
1341,1.90832424163818,1.01855027675629,0.339618623256683,1.00136482715607,1.86835646629333,0.305660396814346,1.33506488800049,0.724805235862732,0.860835194587708,1.58382308483124,1.23804092407227,0.575033605098724,2.7303352355957,0.785810947418213,0.489435970783234,1.41814053058624,0.65050733089447,2.49567317962646,2.04578709602356
1343,1.94212126731873,1.04586577415466,0.323560535907745,1.04285538196564,1.88254165649414,0.306720405817032,1.40938377380371,0.739708244800568,0.920535802841187,1.61321628093719,1.24937450885773,0.577206611633301,2.78422594070435,0.795702695846558,0.505067050457001,1.43486428260803,0.630661845207214,2.49602127075195,2.0439977645874
1345,2.00892615318298,1.06371343135834,0.320759057998657,1.06008291244507,1.88172352313995,0.307373285293579,1.42616534233093,0.746037781238556,0.981142044067383,1.63847720623016,1.26586651802063,0.602085113525391,2.83039379119873,0.764606058597565,0.504754662513733,1.47776877880096,0.60956335067749,2.49311995506287,2.04177355766296
1347,2.0910165309906,1.08743894100189,0.33718267083168,1.07267105579376,1.86218523979187,0.300095498561859,1.38772749900818,0.768370091915131,1.01885080337524,1.6568523645401,1.27369236946106,0.641513824462891,2.87128615379333,0.717468440532684,0.4901023209095,1.50760900974274,0.629451811313629,2.53440809249878,2.05405735969543
1349,2.15283465385437,1.12031161785126,0.361869841814041,1.0872905254364,1.86272692680359,0.329925090074539,1.3976377248764,0.781368732452393,1.01221966743469,1.66785931587219,1.29234611988068,0.669947981834412,2.90382957458496,0.71331387758255,0.465426802635193,1.51251101493835,0.65749317407608,2.62249660491943,2.11079359054565
1351,2.17132329940796,1.16449701786041,0.369546443223953,1.08294224739075,1.90045189857483,0.378681749105453,1.4415158033371,0.786888957023621,0.993508815765381,1.67599558830261,1.31000053882599,0.672850489616394,2.90512943267822,0.718337774276733,0.450897812843323,1.52283346652985,0.682558119297028,2.67282247543335,2.18371248245239
1353,2.1987669467926,1.23016345500946,0.364891231060028,1.07599020004272,1.96733546257019,0.391397714614868,1.46677792072296,0.798837602138519,1.01805305480957,1.70778632164001,1.32778918743134,0.657042503356934,2.92273306846619,0.739387094974518,0.460981965065002,1.52960109710693,0.730397701263428,2.67379999160767,2.22706151008606
1355,2.2441885471344,1.27483022212982,0.356289952993393,1.08689272403717,2.04030990600586,0.389485627412796,1.47669064998627,0.807236850261688,1.07786703109741,1.75262129306793,1.32299041748047,0.662831425666809,2.98967242240906,0.787962853908539,0.486736834049225,1.53476750850677,0.763010799884796,2.68416047096252,2.24807405471802
1357,2.29617047309875,1.28000903129578,0.366642951965332,1.11991620063782,2.10842132568359,0.405058950185776,1.48066866397858,0.810368001461029,1.12638485431671,1.77452182769775,1.32741975784302,0.693074762821198,3.07639002799988,0.837475299835205,0.505106568336487,1.58951699733734,0.779270589351654,2.73242497444153,2.26173281669617
1359,2.28972601890564,1.28472173213959,0.387219697237015,1.16574501991272,2.14230942726135,0.414480835199356,1.48714017868042,0.789131045341492,1.12439739704132,1.77317988872528,1.32626974582672,0.718287229537964,3.10672879219055,0.868159592151642,0.50467586517334,1.63882493972778,0.822430372238159,2.81868362426758,2.24796962738037
1361,2.29859590530396,1.31612908840179,0.400364845991135,1.20027792453766,2.18257474899292,0.404018342494965,1.5044401884079,0.785609066486359,1.13529598712921,1.8354719877243,1.34627747535706,0.748557448387146,3.13022375106812,0.907016336917877,0.491329163312912,1.68827593326569,0.868726432323456,2.92634725570679,2.25895833969116
1363,2.36240530014038,1.34511351585388,0.398866921663284,1.23347198963165,2.26247334480286,0.425165385007858,1.51540315151215,0.816625654697418,1.17529582977295,1.93296110630035,1.37682259082794,0.780179619789124,3.2287437915802,0.917679131031036,0.504234075546265,1.77965545654297,0.873695611953735,3.03134369850159,2.28306245803833
1365,2.44859147071838,1.35271990299225,0.413566827774048,1.26510453224182,2.36954045295715,0.459171622991562,1.52889370918274,0.861807346343994,1.22164618968964,2.02072286605835,1.38404977321625,0.784876048564911,3.35711693763733,0.89866703748703,0.509649455547333,1.85736489295959,0.861194610595703,3.13965559005737,2.32234597206116
1367,2.55762505531311,1.37810838222504,0.429619878530502,1.29333698749542,2.47268652915955,0.485957622528076,1.57080280780792,0.902277290821075,1.28035581111908,2.1067316532135,1.38435804843903,0.77181077003479,3.46827793121338,0.922358691692352,0.545962810516357,1.91777920722961,0.8818399310112,3.19416785240173,2.36477017402649
1369,2.64990329742432,1.40833079814911,0.419740349054337,1.30500400066376,2.51852941513062,0.49363711476326,1.58895862102509,0.914297342300415,1.32126450538635,2.20470499992371,1.39459109306335,0.772757887840271,3.52416825294495,0.971198976039886,0.569580912590027,1.94950377941132,0.912693560123444,3.17745971679688,2.42334818840027
1371,2.69572186470032,1.4034309387207,0.411480575799942,1.31405067443848,2.53446507453918,0.482804864645004,1.54381370544434,0.934043347835541,1.32916665077209,2.24931025505066,1.42293894290924,0.770689487457275,3.5306293964386,0.972880482673645,0.550793468952179,1.95320224761963,0.921321153640747,3.16418719291687,2.48311257362366
1373,2.73255157470703,1.40258157253265,0.424650341272354,1.32697224617004,2.55641770362854,0.495521813631058,1.47848474979401,0.935923278331757,1.36517083644867,2.24285626411438,1.47620892524719,0.792697191238403,3.57286620140076,0.964454650878906,0.540642380714417,1.93683159351349,0.912646472454071,3.20103454589844,2.53158950805664
1375,2.79359126091003,1.40857326984406,0.424101173877716,1.33958613872528,2.58664226531982,0.490891516208649,1.46527171134949,0.906280219554901,1.39934647083282,2.22700214385986,1.49674737453461,0.818190693855286,3.64865255355835,0.976970672607422,0.539486825466156,1.90105700492859,0.921711027622223,3.26197624206543,2.53054141998291
1377,2.81841778755188,1.42578411102295,0.400972813367844,1.33485460281372,2.60735774040222,0.475502014160156,1.4949289560318,0.899697184562683,1.38928532600403,2.24001550674438,1.50726902484894,0.839236736297607,3.68788957595825,0.987337410449982,0.524223804473877,1.84012067317963,0.914775788784027,3.27991986274719,2.49662256240845
1379,2.76973962783813,1.41783046722412,0.387886494398117,1.29869544506073,2.60595893859863,0.459651172161102,1.50993037223816,0.897668957710266,1.32124865055084,2.25809502601624,1.47716069221497,0.855726659297943,3.68094635009766,0.98669421672821,0.47178903222084,1.78773236274719,0.882004141807556,3.23513507843018,2.42888903617859
1381,2.66873836517334,1.38697183132172,0.375924557447433,1.26856243610382,2.57120966911316,0.462550044059753,1.4810653924942,0.866562783718109,1.2106546163559,2.25511193275452,1.44774091243744,0.82631129026413,3.60066509246826,0.966088533401489,0.412557065486908,1.7351016998291,0.857808172702789,3.18876838684082,2.34140586853027
1383,2.50261473655701,1.32691872119904,0.349234282970428,1.22928607463837,2.47964644432068,0.449536174535751,1.45043051242828,0.808043301105499,1.07044064998627,2.21457076072693,1.43088030815125,0.767593562602997,3.43802762031555,0.933167576789856,0.34121185541153,1.63887405395508,0.829766750335693,3.12188959121704,2.2051465511322
1385,2.2683584690094,1.22877752780914,0.334418118000031,1.16605997085571,2.33767056465149,0.421746343374252,1.39568471908569,0.738557279109955,0.937870860099792,2.15212655067444,1.40807938575745,0.709403812885284,3.17158055305481,0.90156751871109,0.291641771793365,1.51203036308289,0.781627833843231,2.96905303001404,2.07285189628601
1387,2.06225681304932,1.17353320121765,0.36776265501976,1.04929721355438,2.19765710830688,0.381861567497253,1.32612085342407,0.663173198699951,0.839903950691223,2.09337258338928,1.35957705974579,0.673819720745087,2.87777638435364,0.848225653171539,0.308405190706253,1.37976396083832,0.705721318721771,2.77691555023193,2.00438547134399
1389,1.91432654857635,1.12893557548523,0.370278388261795,0.921873569488525,2.08305525779724,0.357253670692444,1.25218641757965,0.577840864658356,0.77738344669342,2.06215620040894,1.29181814193726,0.619024932384491,2.65140247344971,0.763879716396332,0.332575857639313,1.27780365943909,0.630640387535095,2.62110757827759,1.93057417869568
1391,1.7759006023407,1.08907318115234,0.335775315761566,0.821813762187958,2.0080554485321,0.32491746544838,1.16019487380981,0.48696094751358,0.721540093421936,1.9909462928772,1.21657717227936,0.538571536540985,2.48815178871155,0.685891807079315,0.333913207054138,1.19561648368835,0.564904034137726,2.49396347999573,1.8733024597168
1393,1.61959981918335,1.04490184783936,0.294663548469543,0.769351363182068,1.94642019271851,0.301723778247833,1.0356650352478,0.383645117282867,0.648582518100739,1.91742157936096,1.15983521938324,0.470789819955826,2.35633134841919,0.637955486774445,0.285936772823334,1.11997580528259,0.493548929691315,2.38038516044617,1.84451067447662
1395,1.42656874656677,1.02521395683289,0.277044385671616,0.762480199337006,1.87608432769775,0.251931011676788,0.932951807975769,0.30498343706131,0.565288901329041,1.89583170413971,1.1112288236618,0.42662051320076,2.24766135215759,0.598843276500702,0.222994670271873,1.09705352783203,0.462037056684494,2.28941965103149,1.79998683929443
1397,1.28027701377869,0.992670953273773,0.30028223991394,0.756095468997955,1.7701655626297,0.222235113382339,0.894575238227844,0.267091363668442,0.50544673204422,1.8723064661026,1.04662895202637,0.4175905585289,2.17583608627319,0.623395025730133,0.204748868942261,1.09642434120178,0.450661808252335,2.27802991867065,1.71926498413086
1399,1.26339268684387,0.961714088916779,0.308015406131744,0.75655859708786,1.69794726371765,0.238534182310104,0.909071445465088,0.27284175157547,0.538836300373077,1.78548717498779,0.993291139602661,0.427810698747635,2.14926695823669,0.667970478534698,0.253613770008087,1.0805127620697,0.444558143615723,2.34031867980957,1.62997186183929
