,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 10/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 12/O-PTIR","O-PTIR 13/O-PTIR","O-PTIR 14/O-PTIR","O-PTIR 15/O-PTIR","O-PTIR 16/O-PTIR"
1057,-0.0525632128119469,0.653821647167206,0.545606911182404,1.21538293361664,1.24702346324921,3.67325258255005,3.73613023757935,6.86486339569092,1.73350787162781,0.17995123565197,1.44691431522369,4.92554950714111,1.27661514282227,2.47553491592407,1.60775470733643,1.15045857429504
1059,-0.0661915093660355,0.663067102432251,0.550398766994476,1.21762752532959,1.24510717391968,3.67719864845276,3.74677395820618,6.91573667526245,1.75631070137024,0.191473960876465,1.48910927772522,4.97280979156494,1.33988606929779,2.49610829353333,1.63545215129852,1.18132269382477
1061,-0.0804072991013527,0.654896914958954,0.548221051692963,1.22027504444122,1.24485146999359,3.72568964958191,3.7369441986084,6.90631818771362,1.77741706371307,0.211855679750443,1.49466991424561,5.00068521499634,1.38303422927856,2.52920293807983,1.66282832622528,1.21797609329224
1063,-0.0819433480501175,0.656463146209717,0.551483154296875,1.24239945411682,1.25056087970734,3.80362367630005,3.73393750190735,6.91026401519775,1.80842709541321,0.222338259220123,1.49013590812683,5.01497983932495,1.41037368774414,2.56058263778687,1.68211770057678,1.24562752246857
1065,-0.0736764222383499,0.669006705284119,0.578829169273376,1.2791805267334,1.26040852069855,3.83941912651062,3.76023578643799,6.9478006362915,1.83264696598053,0.210682108998299,1.50037097930908,5.05489826202393,1.43158531188965,2.56927514076233,1.69402492046356,1.2482213973999
1067,-0.0723887011408806,0.660584330558777,0.631042540073395,1.30507779121399,1.24901533126831,3.81771993637085,3.78988933563232,6.97265863418579,1.83875799179077,0.200737833976746,1.51678705215454,5.09439563751221,1.46745002269745,2.59833002090454,1.72434937953949,1.24222564697266
1069,-0.0756011754274368,0.641226172447205,0.666009545326233,1.32431030273438,1.2430511713028,3.80191493034363,3.80617499351501,6.99557209014893,1.83271610736847,0.210031971335411,1.51785027980804,5.13154554367065,1.50682091712952,2.63691735267639,1.76786065101624,1.25252246856689
1071,-0.0684999823570251,0.617479205131531,0.670278608798981,1.33581781387329,1.25214970111847,3.8321852684021,3.82306933403015,7.03804874420166,1.82972633838654,0.23065048456192,1.49462223052979,5.1804986000061,1.54119825363159,2.66719460487366,1.78997027873993,1.27246105670929
1073,-0.0432303622364998,0.606256365776062,0.670624375343323,1.33507919311523,1.24790716171265,3.88413906097412,3.84933638572693,7.12619161605835,1.82975459098816,0.255168348550797,1.47988092899323,5.25146389007568,1.5516152381897,2.67581605911255,1.79691028594971,1.28177714347839
1075,-0.02323386259377,0.606511831283569,0.689015984535217,1.32545673847198,1.22338581085205,3.92034530639648,3.86176872253418,7.21584892272949,1.82810151576996,0.26065656542778,1.49539148807526,5.31289529800415,1.54868316650391,2.67788553237915,1.81125128269196,1.28851497173309
1077,-0.0275051407516003,0.600684940814972,0.702422916889191,1.31253182888031,1.19962334632874,3.95409607887268,3.85241365432739,7.2379846572876,1.82815647125244,0.255265653133392,1.50564670562744,5.34249305725098,1.5455721616745,2.68568587303162,1.80883467197418,1.30293548107147
1079,-0.0374927036464214,0.585948586463928,0.706114768981934,1.30471551418304,1.1839451789856,3.99284553527832,3.82816410064697,7.20020961761475,1.82026612758636,0.240221798419952,1.49019312858582,5.33976650238037,1.54632616043091,2.69105315208435,1.77753818035126,1.3296719789505
1081,-0.0315843336284161,0.579753637313843,0.715976715087891,1.30795836448669,1.17782926559448,4.01136493682861,3.80580186843872,7.14090967178345,1.81221544742584,0.230203434824944,1.4730281829834,5.32174777984619,1.54047691822052,2.69821834564209,1.72539484500885,1.35317945480347
1083,-0.0239260103553534,0.582653284072876,0.73682689666748,1.31989645957947,1.17224204540253,3.96740293502808,3.78510141372681,7.06891441345215,1.82277464866638,0.227376073598862,1.46075677871704,5.30180501937866,1.53236186504364,2.69974851608276,1.67717492580414,1.35320222377777
1085,-0.0204799883067608,0.5845827460289,0.764140844345093,1.31913864612579,1.1426420211792,3.86627054214478,3.75934910774231,6.99307823181152,1.82367491722107,0.228852242231369,1.45203340053558,5.26704740524292,1.52353954315186,2.6891758441925,1.64648902416229,1.32040619850159
1087,-0.034767422825098,0.576832354068756,0.792771756649017,1.30931544303894,1.09753274917603,3.75631141662598,3.72429656982422,6.90962600708008,1.79025042057037,0.237169176340103,1.44442403316498,5.23587036132813,1.50699436664581,2.67417621612549,1.60491299629211,1.29170966148376
1089,-0.0534935109317303,0.557047963142395,0.7980597615242,1.28766238689423,1.07592082023621,3.66824102401733,3.69626784324646,6.81916522979736,1.77299177646637,0.236322104930878,1.42646050453186,5.21568155288696,1.49394738674164,2.65086936950684,1.56479692459106,1.27214181423187
1091,-0.0675628632307053,0.550253570079803,0.800686180591583,1.2565575838089,1.07930958271027,3.57734227180481,3.67204070091248,6.71556997299194,1.78378713130951,0.216423884034157,1.42018413543701,5.17984199523926,1.47677433490753,2.62255692481995,1.54075813293457,1.26515126228333
1093,-0.0652307420969009,0.559789597988129,0.8151975274086,1.24483323097229,1.07602751255035,3.48506593704224,3.62441825866699,6.58858442306519,1.79802489280701,0.196990117430687,1.44296443462372,5.13117504119873,1.44898808002472,2.5987708568573,1.50769519805908,1.27808523178101
1095,-0.05357351526618,0.557141780853271,0.83708393573761,1.24624586105347,1.04844236373901,3.44503664970398,3.56424880027771,6.45431041717529,1.78792023658752,0.209876477718353,1.46557235717773,5.08984851837158,1.42235505580902,2.56789422035217,1.44466400146484,1.28994047641754
1097,-0.051760196685791,0.540521085262299,0.870147943496704,1.23585963249207,1.02290606498718,3.45441889762878,3.50994181632996,6.34481906890869,1.7683641910553,0.218039244413376,1.43641364574432,5.0727858543396,1.39971017837524,2.52007102966309,1.36189877986908,1.27758777141571
1099,-0.0558846406638622,0.513559579849243,0.90507835149765,1.21511280536652,0.990614593029022,3.44506740570068,3.46426033973694,6.24712657928467,1.76598882675171,0.21714560687542,1.39185619354248,5.062255859375,1.37603950500488,2.4835901260376,1.30435788631439,1.25866115093231
1101,-0.0657936036586761,0.492668658494949,0.918283522129059,1.18712508678436,0.957418024539948,3.38191533088684,3.42249870300293,6.14754867553711,1.77052426338196,0.221304804086685,1.36198306083679,5.03740167617798,1.35312974452972,2.47979593276978,1.29061305522919,1.23493099212646
1103,-0.061938364058733,0.478491574525833,0.921019792556763,1.1712601184845,0.91878604888916,3.3283360004425,3.38543319702148,6.07465839385986,1.77189183235168,0.231285870075226,1.34810745716095,4.99828147888184,1.31985473632813,2.48407649993896,1.28061735630035,1.21546745300293
1105,-0.0563639514148235,0.456350594758987,0.940418362617493,1.16462075710297,0.894523680210114,3.31553363800049,3.34750199317932,6.05602979660034,1.76528549194336,0.233228281140327,1.3355940580368,4.95384693145752,1.28113663196564,2.47487020492554,1.23655128479004,1.19980692863464
1107,-0.0435640662908554,0.429003864526749,0.965533554553986,1.15262055397034,0.880759179592133,3.31607961654663,3.30722188949585,6.05441617965698,1.7639707326889,0.224510058760643,1.31474184989929,4.90919733047485,1.25318229198456,2.45459580421448,1.18361866474152,1.19362103939056
1109,-0.0324925780296326,0.401332914829254,0.985602974891663,1.13069880008698,0.865849733352661,3.31190180778503,3.27194261550903,6.03995847702026,1.75794327259064,0.211375921964645,1.30197370052338,4.85713005065918,1.24957370758057,2.44374227523804,1.1430037021637,1.20635437965393
1111,-0.0247521437704563,0.383783847093582,0.995447635650635,1.10571599006653,0.853993058204651,3.31243848800659,3.23388862609863,6.01152038574219,1.74500370025635,0.214797377586365,1.32239294052124,4.82632398605347,1.25070309638977,2.43436789512634,1.12568807601929,1.2145094871521
1113,-0.0285361744463444,0.383945196866989,1.00440633296967,1.09888541698456,0.85028338432312,3.30659937858582,3.20594835281372,5.9647536277771,1.73321402072906,0.222097545862198,1.35880243778229,4.80887460708618,1.23593986034393,2.41921377182007,1.09186017513275,1.2291671037674
1115,-0.0316456221044064,0.380525469779968,1.02298748493195,1.08725416660309,0.843864500522614,3.26194739341736,3.20022201538086,5.86503791809082,1.72861731052399,0.218897894024849,1.36403858661652,4.79101085662842,1.21451997756958,2.40426230430603,1.04212141036987,1.24173951148987
1117,-0.0266175139695406,0.357413679361343,1.04916930198669,1.07438278198242,0.829120576381683,3.17864942550659,3.19000482559204,5.74128293991089,1.73691642284393,0.214485481381416,1.34086453914642,4.77992057800293,1.20718479156494,2.40013360977173,1.01602411270142,1.23883390426636
1119,-0.0204442460089922,0.328054010868073,1.0708863735199,1.06462466716766,0.800597608089447,3.06959104537964,3.16221833229065,5.64514636993408,1.74620115756989,0.204741314053535,1.32198619842529,4.76363086700439,1.19630610942841,2.39534330368042,1.00471305847168,1.22110426425934
1121,-0.0137516688555479,0.315367996692657,1.09509885311127,1.05752694606781,0.752929508686066,2.98240756988525,3.12491512298584,5.58265209197998,1.75992906093597,0.208835244178772,1.31545007228851,4.74378108978271,1.18591606616974,2.38630485534668,0.991481006145477,1.19420659542084
1123,-0.0140922656282783,0.317279100418091,1.11128902435303,1.05177974700928,0.712723970413208,2.92383050918579,3.08390784263611,5.52525997161865,1.7610684633255,0.226332172751427,1.30617499351501,4.72596979141235,1.17082512378693,2.36802792549133,0.968740165233612,1.17993700504303
1125,-0.00133866386022419,0.317052900791168,1.1181355714798,1.04639291763306,0.69760650396347,2.8487401008606,3.0483124256134,5.45865869522095,1.76381194591522,0.234213560819626,1.284916639328,4.69762992858887,1.14689123630524,2.34006118774414,0.967190742492676,1.17860770225525
1127,0.00722364755347371,0.314832150936127,1.12805330753326,1.03227078914642,0.680684506893158,2.77744340896606,3.01505017280579,5.3830189704895,1.77150571346283,0.23753134906292,1.27817261219025,4.65670204162598,1.12608373165131,2.31351590156555,0.984573304653168,1.17052483558655
1129,0.00566364824771881,0.30191895365715,1.14363074302673,1.00638437271118,0.660639345645905,2.76111793518066,2.99098801612854,5.31885814666748,1.79972898960114,0.232518076896667,1.28414630889893,4.62268257141113,1.12168681621552,2.30317687988281,0.980336606502533,1.15653204917908
1131,0.000632107257843018,0.282880425453186,1.14812433719635,0.96439266204834,0.639808773994446,2.77993655204773,2.97292256355286,5.26842260360718,1.83656418323517,0.218186214566231,1.28085124492645,4.58825635910034,1.11346137523651,2.28983664512634,0.956720113754272,1.13776636123657
1133,-0.00748630333691835,0.264304161071777,1.15900695323944,0.922020733356476,0.616294205188751,2.7651481628418,2.95833086967468,5.2299747467041,1.87129151821136,0.199394568800926,1.26516819000244,4.54468154907227,1.09260010719299,2.25982308387756,0.92994350194931,1.12339413166046
1135,-0.0132115259766579,0.253004878759384,1.18027472496033,0.892479300498962,0.599108338356018,2.67578363418579,2.92823433876038,5.1811375617981,1.90443634986877,0.193007528781891,1.23560392856598,4.50394535064697,1.05214774608612,2.22207689285278,0.912259161472321,1.11115562915802
1137,-0.0290136709809303,0.241592958569527,1.19357633590698,0.872824847698212,0.572565197944641,2.59542870521545,2.88978242874146,5.15428113937378,1.93014621734619,0.196229979395866,1.22758316993713,4.47718334197998,1.01716089248657,2.19253587722778,0.887267231941223,1.09911274909973
1139,-0.03351766243577,0.230748653411865,1.20224940776825,0.871126651763916,0.539486050605774,2.57514929771423,2.86013340950012,5.15298128128052,1.97360157966614,0.215967118740082,1.24108779430389,4.46370077133179,0.999462783336639,2.17029714584351,0.84702080488205,1.08896994590759
1141,-0.0214889049530029,0.207944989204407,1.22804439067841,0.882458806037903,0.526983380317688,2.56664180755615,2.84470415115356,5.12265682220459,2.01961040496826,0.243385761976242,1.25230371952057,4.4495587348938,0.988038837909698,2.15137004852295,0.80636727809906,1.08566176891327
1143,-0.0116087701171637,0.17902746796608,1.26022887229919,0.891586124897003,0.522544980049133,2.52412891387939,2.83918619155884,5.06822824478149,2.06038188934326,0.259613066911697,1.24432814121246,4.44150829315186,0.972926914691925,2.15125060081482,0.781347632408142,1.07972192764282
1145,0.000188139922101982,0.153957262635231,1.28312194347382,0.875303566455841,0.508215248584747,2.48198080062866,2.83793711662292,4.98706483840942,2.07699751853943,0.259620785713196,1.22908842563629,4.43078279495239,0.942333102226257,2.15160489082336,0.778240919113159,1.07812643051147
1147,-0.00058285502018407,0.140201196074486,1.30493748188019,0.844342827796936,0.492088347673416,2.4745032787323,2.81556034088135,4.89019775390625,2.07345390319824,0.262293040752411,1.22252440452576,4.42188835144043,0.90880274772644,2.14561080932617,0.765906810760498,1.0737099647522
1149,-0.00439983140677214,0.124081291258335,1.32387244701385,0.816119253635406,0.484290540218353,2.48354887962341,2.78517651557922,4.8199634552002,2.0696132183075,0.254249572753906,1.21136558055878,4.41750335693359,0.88734757900238,2.13267683982849,0.751276731491089,1.07268965244293
1151,-0.00182396080344915,0.117570914328098,1.33662354946136,0.802506685256958,0.480029433965683,2.4346616268158,2.76184964179993,4.75254154205322,2.05496501922607,0.239836722612381,1.18172633647919,4.40791606903076,0.874104142189026,2.121661901474,0.747506499290466,1.06637847423553
1153,-0.00215171696618199,0.10764392465353,1.34425675868988,0.798350274562836,0.466154605150223,2.33564305305481,2.73460268974304,4.67936182022095,2.0284276008606,0.231327876448631,1.15247547626495,4.39128017425537,0.863384306430817,2.11416459083557,0.743105113506317,1.05707311630249
1155,0.00398628087714314,0.0924429893493652,1.34877848625183,0.799876153469086,0.444069355726242,2.23721551895142,2.71582460403442,4.63706016540527,1.98261094093323,0.238038539886475,1.13997852802277,4.36761474609375,0.848628461360931,2.11644220352173,0.726791083812714,1.04609251022339
1157,0.0228196140378714,0.0687642768025398,1.35711991786957,0.806547343730927,0.436434060335159,2.17203307151794,2.69421100616455,4.62798452377319,1.93157231807709,0.231459423899651,1.14121854305267,4.34215593338013,0.838667511940002,2.12794923782349,0.709163963794708,1.02576768398285
1159,0.0274775810539722,0.0637046173214912,1.35937762260437,0.805210113525391,0.433309406042099,2.13851594924927,2.65989875793457,4.6251745223999,1.87943267822266,0.215292885899544,1.1341450214386,4.32477378845215,0.837183833122253,2.14190435409546,0.714350163936615,1.0026513338089
1161,0.0221285745501518,0.0647968351840973,1.34603297710419,0.788146376609802,0.420525044202805,2.1251437664032,2.61800980567932,4.57913684844971,1.81361901760101,0.22488409280777,1.130779504776,4.28516435623169,0.831171810626984,2.15904831886292,0.713959395885468,0.983870565891266
1163,0.0107925506308675,0.0529651716351509,1.33833539485931,0.762132942676544,0.398486703634262,2.12535452842712,2.57987809181213,4.53019714355469,1.76125478744507,0.238633394241333,1.12512791156769,4.24948978424072,0.824815511703491,2.16459155082703,0.711189389228821,0.966951429843903
1165,0.00979208014905453,0.0289953611791134,1.34317898750305,0.735832750797272,0.38155934214592,2.14150452613831,2.56006932258606,4.47744274139404,1.73982906341553,0.22647051513195,1.12012100219727,4.22181415557861,0.815144717693329,2.13925576210022,0.725100517272949,0.954003155231476
1167,0.00566117838025093,0.0117428209632635,1.3611171245575,0.73823481798172,0.367325365543365,2.13910675048828,2.55085277557373,4.42310094833374,1.74648332595825,0.196422725915909,1.10354995727539,4.21960306167603,0.792594492435455,2.10184597969055,0.729221999645233,0.958930373191833
1169,-0.00391110312193632,0.0069090947508812,1.38604760169983,0.756114184856415,0.358225166797638,2.11391592025757,2.54069542884827,4.3634729385376,1.73581886291504,0.186551213264465,1.07000851631165,4.21581506729126,0.77579265832901,2.05299592018127,0.714683592319489,0.950414538383484
1171,-0.00381311075761914,-4.67119753011502E-05,1.40333259105682,0.742318570613861,0.347318649291992,2.09152412414551,2.51676750183105,4.29413461685181,1.69624805450439,0.184796735644341,1.03079104423523,4.17758226394653,0.758686304092407,2.00925159454346,0.69316440820694,0.932194113731384
1173,-0.000252343335887417,-0.0268935300409794,1.3989462852478,0.715239882469177,0.351814806461334,2.06690406799316,2.47105813026428,4.20039701461792,1.66139459609985,0.172165513038635,1.01362574100494,4.11167240142822,0.736031830310822,1.96526455879211,0.657826066017151,0.897529184818268
1175,0.0134196504950523,-0.0408622063696384,1.39771497249603,0.679503083229065,0.352464467287064,2.03456902503967,2.40919303894043,4.09717178344727,1.62424981594086,0.151243016123772,1.00660920143127,4.02484560012817,0.722439348697662,1.91424179077148,0.617488861083984,0.848601162433624
1177,0.0312385428696871,-0.0434598028659821,1.40557265281677,0.626746594905853,0.320466756820679,1.98913466930389,2.34450221061707,4.02189445495605,1.57544386386871,0.141516149044037,0.978892505168915,3.93986392021179,0.711580872535706,1.86346733570099,0.579160034656525,0.807404398918152
1179,0.0467861331999302,-0.0421908348798752,1.41155767440796,0.585521042346954,0.254420638084412,1.94254040718079,2.27459239959717,3.95319557189941,1.52671110630035,0.118160232901573,0.917900741100311,3.85100102424622,0.691621601581573,1.82484805583954,0.525337100028992,0.792853951454163
1181,0.0482539385557175,-0.0173885747790337,1.41709136962891,0.556731283664703,0.19450044631958,1.90648257732391,2.21379923820496,3.87676954269409,1.47366046905518,0.0938044339418411,0.860986590385437,3.79734897613525,0.67204624414444,1.81390309333801,0.481133908033371,0.797832667827606
1183,0.0290259718894958,0.00148946209810674,1.41654992103577,0.545354127883911,0.145891681313515,1.85191059112549,2.17126750946045,3.80747771263123,1.45918548107147,0.0826654136180878,0.833723783493042,3.76436328887939,0.639979541301727,1.83341944217682,0.456220358610153,0.797470688819885
1185,0.0233579277992249,-0.00313368858769536,1.40853190422058,0.53980153799057,0.126653119921684,1.75818753242493,2.14112544059753,3.72263717651367,1.48423612117767,0.0858370438218117,0.823205053806305,3.70715951919556,0.612975001335144,1.8241765499115,0.444920867681503,0.773393034934998
1187,0.0456676185131073,-0.0353506430983543,1.4072300195694,0.541142046451569,0.137769401073456,1.64559936523438,2.10658359527588,3.63511753082275,1.5235208272934,0.0841194838285446,0.828833103179932,3.66180992126465,0.591014444828033,1.79179263114929,0.458014488220215,0.73962390422821
1189,0.0656677782535553,-0.0702191963791847,1.40941870212555,0.53850394487381,0.179906636476517,1.5415757894516,2.07045888900757,3.56492447853088,1.5279495716095,0.0924651622772217,0.811817526817322,3.66849732398987,0.569275736808777,1.77949333190918,0.449577838182449,0.717692375183105
