,"O-PTIR 2/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 10/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 12/O-PTIR","O-PTIR 13/O-PTIR"
1251,2.68715882301331,1.23607313632965,1.90797626972198,3.03305315971375,2.40564942359924,4.14073085784912,2.0884690284729,1.45524191856384,6.56312656402588
1253,2.793377161026,1.2559027671814,1.95894300937653,3.15938925743103,2.41830945014954,4.38477849960327,2.17831563949585,1.45752263069153,6.98454093933105
1255,2.78922176361084,1.22791087627411,1.96167814731598,3.20993185043335,2.3392448425293,4.44864225387573,2.23312282562256,1.4558048248291,7.08023309707642
1257,2.68669009208679,1.16718673706055,1.91117084026337,3.1477165222168,2.21022248268127,4.29874420166016,2.23624849319458,1.41988909244537,6.85659027099609
1259,2.51259732246399,1.09200000762939,1.80793750286102,3.01838254928589,2.06405735015869,4.01566934585571,2.17030930519104,1.34941530227661,6.42664480209351
1261,2.30070757865906,1.00973463058472,1.67784714698792,2.84084463119507,1.89291203022003,3.67819261550903,2.03511810302734,1.2748076915741,5.87472152709961
1263,2.07369017601013,0.92596048116684,1.52688848972321,2.64088702201843,1.6890321969986,3.30731821060181,1.86617207527161,1.19808852672577,5.241370677948
1265,1.84145355224609,0.829922139644623,1.37389135360718,2.43424892425537,1.49304866790771,2.92935991287231,1.68449437618256,1.11334097385406,4.58014726638794
1267,1.60999059677124,0.725324153900146,1.21680498123169,2.20356440544128,1.31143069267273,2.56740975379944,1.49313282966614,1.00125825405121,3.95452690124512
1269,1.40980172157288,0.623075067996979,1.07107758522034,1.96929204463959,1.14218878746033,2.24871850013733,1.31317245960236,0.857838273048401,3.39316844940186
1271,1.24114871025085,0.532012224197388,0.955932199954987,1.75633382797241,0.979050874710083,1.97170317173004,1.14340484142303,0.739761471748352,2.90710139274597
1273,1.08415532112122,0.467162370681763,0.853943467140198,1.58586204051971,0.848335027694702,1.74550116062164,0.995084404945374,0.651303470134735,2.50529456138611
1275,0.946478962898254,0.424967855215073,0.761127412319183,1.44458067417145,0.742540299892426,1.5571221113205,0.872934401035309,0.586316287517548,2.18312358856201
1277,0.839607536792755,0.38737741112709,0.688965797424316,1.31068885326385,0.660240530967712,1.38747441768646,0.764083802700043,0.531793534755707,1.93752861022949
1279,0.753259241580963,0.344316929578781,0.625382363796234,1.19154059886932,0.593132495880127,1.25065052509308,0.67421019077301,0.499371767044067,1.75876343250275
1281,0.677295565605164,0.301170647144318,0.572449624538422,1.10081541538239,0.535514771938324,1.1446338891983,0.605055749416351,0.473767042160034,1.61768710613251
1283,0.615031361579895,0.263506025075912,0.527164995670319,1.03319251537323,0.502190291881561,1.06927728652954,0.55826336145401,0.453566998243332,1.49314320087433
1285,0.564820051193237,0.237708702683449,0.49134761095047,0.986482799053192,0.478429108858109,1.01865887641907,0.531918823719025,0.440677314996719,1.38813650608063
1287,0.533843874931335,0.226248651742935,0.488735377788544,0.956436932086945,0.451805830001831,0.99049961566925,0.5218425989151,0.43609893321991,1.3174934387207
1289,0.528778731822968,0.225815907120705,0.487558096647263,0.952100813388824,0.436098366975784,0.979674339294434,0.516354918479919,0.428096979856491,1.29121708869934
1291,0.54509437084198,0.236505463719368,0.475074857473373,0.972571134567261,0.433344393968582,0.999019980430603,0.511922299861908,0.423397809267044,1.31155967712402
1293,0.574494659900665,0.255493760108948,0.469449251890182,0.997404992580414,0.446194857358932,1.04040122032166,0.518172264099121,0.433403193950653,1.36679553985596
1295,0.604639410972595,0.270018935203552,0.488925069570541,1.02681577205658,0.475221931934357,1.09573197364807,0.535252273082733,0.440604865550995,1.43773090839386
1297,0.640707015991211,0.283895939588547,0.527331531047821,1.07632410526276,0.504920661449432,1.15346121788025,0.580239057540894,0.463089168071747,1.51598942279816
1299,0.689203917980194,0.30690798163414,0.575540006160736,1.1335221529007,0.530442535877228,1.21987438201904,0.641609966754913,0.493813723325729,1.61144912242889
1301,0.736354053020477,0.33503857254982,0.620506525039673,1.19659757614136,0.552632689476013,1.2992662191391,0.704574286937714,0.522325873374939,1.71763432025909
1303,0.780482530593872,0.370783090591431,0.652047872543335,1.26713395118713,0.576679706573486,1.39190685749054,0.765189588069916,0.552459478378296,1.82836484909058
1305,0.827033936977386,0.406751990318298,0.686397433280945,1.33396768569946,0.60097748041153,1.49172055721283,0.829263865947723,0.582481980323792,1.96544528007507
1307,0.881479799747467,0.441391557455063,0.721542060375214,1.40320956707001,0.629830181598663,1.6017519235611,0.904140889644623,0.619391202926636,2.14250349998474
1309,0.945837557315826,0.477141261100769,0.769448697566986,1.48082852363586,0.667026102542877,1.7207658290863,0.980018079280853,0.669728457927704,2.35226702690125
1311,1.02285218238831,0.52369225025177,0.83459860086441,1.56881380081177,0.716727674007416,1.86405026912689,1.0568083524704,0.737577736377716,2.60386443138123
1313,1.11570978164673,0.577212631702423,0.913204491138458,1.67630755901337,0.770722508430481,2.04581475257874,1.14551329612732,0.810564994812012,2.89661812782288
1315,1.21050631999969,0.632899761199951,1.02360832691193,1.80606746673584,0.82306307554245,2.24347591400146,1.24617385864258,0.874627947807312,3.23364496231079
1317,1.31782472133636,0.69876503944397,1.16290259361267,1.96099853515625,0.882802188396454,2.47630476951599,1.3435081243515,0.946403741836548,3.66551518440247
1319,1.41613960266113,0.77920925617218,1.30889225006104,2.1617226600647,0.958054542541504,2.75981473922729,1.4353164434433,1.0485714673996,4.21074390411377
1321,1.4830242395401,0.874538719654083,1.44810271263123,2.37480139732361,1.02827131748199,3.0352954864502,1.51052379608154,1.15498471260071,4.81720733642578
1323,1.5105117559433,0.964230597019196,1.54711079597473,2.54755544662476,1.07713532447815,3.22903990745544,1.56813859939575,1.21815097332001,5.38168621063232
1325,1.50099050998688,1.03655481338501,1.59132719039917,2.67552351951599,1.12021768093109,3.319988489151,1.60329031944275,1.28644990921021,5.85310077667236
1327,1.46884000301361,1.09615850448608,1.58493983745575,2.72484374046326,1.16233682632446,3.339031457901,1.63239026069641,1.40855741500854,6.20180606842041
1329,1.43396329879761,1.14310026168823,1.52930879592896,2.6991913318634,1.20551705360413,3.30776739120483,1.65801954269409,1.54357886314392,6.41994667053223
1331,1.38977289199829,1.17303025722504,1.45407211780548,2.64575052261353,1.25224900245667,3.22868204116821,1.68037128448486,1.65437412261963,6.5054407119751
1333,1.34665596485138,1.18487405776978,1.41258776187897,2.60283446311951,1.27292382717133,3.13437700271606,1.68779349327087,1.71006309986115,6.44337701797485
1335,1.30950736999512,1.16275644302368,1.41858649253845,2.54928803443909,1.23505103588104,3.00932908058167,1.67493307590485,1.67877900600433,6.18565845489502
1337,1.26796162128448,1.08073151111603,1.41301298141479,2.43646955490112,1.12746071815491,2.80809569358826,1.6148282289505,1.54721963405609,5.67070293426514
1339,1.21591734886169,0.958963751792908,1.35056185722351,2.26048421859741,0.962265193462372,2.55318808555603,1.50785779953003,1.35633099079132,5.00117158889771
1341,1.1575368642807,0.838413655757904,1.25253593921661,2.05002737045288,0.797361612319946,2.29193949699402,1.38430678844452,1.17087209224701,4.3411078453064
1343,1.09695827960968,0.737506210803986,1.14917194843292,1.85094857215881,0.667894423007965,2.0665397644043,1.26886653900146,1.03742444515228,3.78856110572815
1345,1.04466438293457,0.663405299186707,1.05783116817474,1.70145750045776,0.584053218364716,1.89663875102997,1.18257141113281,0.952996909618378,3.38876557350159
1347,1.01048183441162,0.613998174667358,0.99976921081543,1.60887360572815,0.55190771818161,1.78011500835419,1.11601233482361,0.905335009098053,3.13392853736877
1349,0.991145372390747,0.586359083652496,0.973225712776184,1.56002914905548,0.543935358524323,1.71705532073975,1.0717226266861,0.88679838180542,3.00509524345398
1351,0.976560175418854,0.570338726043701,0.955983996391296,1.52484536170959,0.539970457553864,1.68259191513062,1.04584443569183,0.875544428825378,2.91855525970459
1353,0.954853951931,0.554274499416351,0.927839577198029,1.4809330701828,0.527621388435364,1.64772152900696,1.02488398551941,0.86168098449707,2.81416702270508
1355,0.917260706424713,0.531017124652863,0.880478143692017,1.42627167701721,0.501885294914246,1.58899259567261,0.997171521186829,0.835260212421417,2.66194033622742
1357,0.86567884683609,0.498545944690704,0.820919215679169,1.36055159568787,0.462461590766907,1.49845468997955,0.955915510654449,0.782562673091888,2.45984864234924
1359,0.798841059207916,0.459403276443481,0.752444624900818,1.28687167167664,0.405140399932861,1.38149976730347,0.887610077857971,0.700803518295288,2.21478176116943
1361,0.723717451095581,0.410046368837357,0.669565200805664,1.19765627384186,0.332933187484741,1.24167048931122,0.796486854553223,0.608879208564758,1.94100475311279
1363,0.656837046146393,0.355439633131027,0.5915567278862,1.10993683338165,0.270453155040741,1.1133394241333,0.715766370296478,0.542350172996521,1.69122076034546
1365,0.59879195690155,0.310482561588287,0.52313506603241,1.030228972435,0.231420293450356,1.00810420513153,0.638559639453888,0.492312908172607,1.50547695159912
1367,0.553855299949646,0.277571827173233,0.468496173620224,0.948305726051331,0.209259301424026,0.928726136684418,0.575917482376099,0.442379117012024,1.37655532360077
1369,0.518708825111389,0.255194425582886,0.434110909700394,0.868014872074127,0.198549956083298,0.877051711082458,0.536760449409485,0.412253588438034,1.28044819831848
1371,0.487599909305573,0.238516971468925,0.412477374076843,0.810054242610931,0.193044453859329,0.829620778560638,0.504589736461639,0.396648079156876,1.19176411628723
1373,0.462649077177048,0.228295996785164,0.394401341676712,0.782236158847809,0.194476574659348,0.793761491775513,0.478431552648544,0.380370914936066,1.12304937839508
1375,0.447434037923813,0.221871495246887,0.377214163541794,0.784412860870361,0.204979002475739,0.773580312728882,0.460517525672913,0.361344754695892,1.09087347984314
1377,0.446281969547272,0.215999022126198,0.366880059242249,0.77931672334671,0.214596107602119,0.768922030925751,0.451041907072067,0.350532591342926,1.06627571582794
1379,0.449609220027924,0.20793642103672,0.344929814338684,0.758667528629303,0.21405291557312,0.759512841701508,0.44150972366333,0.34488570690155,1.02359890937805
1381,0.446784734725952,0.198286026716232,0.318822830915451,0.737382829189301,0.199773490428925,0.725617408752441,0.422179967164993,0.340179264545441,0.968477547168732
1383,0.426923662424088,0.188030675053596,0.294783890247345,0.708396971225739,0.17692294716835,0.682526826858521,0.385539084672928,0.330498188734055,0.904000222682953
1385,0.386440604925156,0.175250202417374,0.273226857185364,0.657880306243896,0.153955191373825,0.633459448814392,0.339339852333069,0.309447884559631,0.819936811923981
1387,0.341668874025345,0.158041402697563,0.2584168612957,0.60281103849411,0.128377854824066,0.575550079345703,0.299610286951065,0.280736654996872,0.717112004756927
1389,0.305656731128693,0.131015241146088,0.243322730064392,0.544367730617523,0.104969367384911,0.517679452896118,0.263629972934723,0.248954460024834,0.615925908088684
1391,0.274926275014877,0.108893573284149,0.215604990720749,0.482332229614258,0.0859585106372833,0.46103298664093,0.220676720142365,0.215907484292984,0.54477196931839
1393,0.231843218207359,0.0912484675645828,0.179027110338211,0.420265227556229,0.0758501961827278,0.403895646333694,0.169756039977074,0.181821763515472,0.483094930648804
1395,0.189957231283188,0.0785911530256271,0.140038594603539,0.358601093292236,0.0694214776158333,0.357139945030212,0.131033033132553,0.147040218114853,0.430966407060623
1397,0.158495411276817,0.0748302415013313,0.111477687954903,0.315707325935364,0.0719826966524124,0.320236712694168,0.107172951102257,0.120283029973507,0.389837205410004
1399,0.150618404150009,0.072567954659462,0.104407981038094,0.310259133577347,0.0767184123396873,0.29731622338295,0.109772309660912,0.115767382085323,0.367337435483932
1401,0.158655613660812,0.0710251778364182,0.106061279773712,0.325679361820221,0.0797316804528236,0.283181130886078,0.121777050197124,0.132991105318069,0.357125371694565
1403,0.175217464566231,0.076465480029583,0.118773154914379,0.356836885213852,0.0886473432183266,0.299151986837387,0.142379865050316,0.157280698418617,0.370483845472336
1405,0.2024195343256,0.0886988863348961,0.144482344388962,0.409424036741257,0.109317377209663,0.343543857336044,0.182435557246208,0.196326643228531,0.439034283161163
1407,0.25035634636879,0.114551432430744,0.181261792778969,0.507435083389282,0.137641325592995,0.428205549716949,0.254843354225159,0.252231448888779,0.570208311080933
1409,0.324072897434235,0.160670384764671,0.243299961090088,0.64863246679306,0.183044984936714,0.572999894618988,0.373186469078064,0.324954986572266,0.761600196361542
