,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 1/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR"
1087,1.77633631229401,1.53563666343689,3.70603442192078,3.29149699211121,1.86322939395905,2.97402787208557,1.6431792974472,3.86621642112732,2.88295912742615,0.101795397698879,2.75019717216492,0.0431614741683006
1089,1.98224008083344,1.5554313659668,3.68666172027588,3.38472533226013,1.89723145961761,2.96975755691528,1.67194187641144,3.9785521030426,2.93906760215759,0.0919383466243744,2.66365456581116,0.00834477785974741
1091,2.20221829414368,1.58670401573181,3.67530155181885,3.47023892402649,1.93599343299866,3.05468964576721,1.72359478473663,4.07919263839722,3.04025602340698,0.0723209828138351,2.55382132530212,-0.00671693682670593
1093,2.42546248435974,1.63113117218018,3.64892840385437,3.56172513961792,1.95672523975372,3.15476202964783,1.77324664592743,4.18955087661743,3.1527247428894,0.0398319736123085,2.55408906936646,0.00387398223392665
1095,2.69144582748413,1.66720521450043,3.60971188545227,3.67685127258301,1.92821896076202,3.20389819145203,1.82533466815948,4.36791610717773,3.26741623878479,0.0195876136422157,2.61816930770874,0.0501404777169228
1097,2.98838567733765,1.69455397129059,3.554044008255,3.77570557594299,1.85477137565613,3.26288557052612,1.89689981937408,4.57483959197998,3.37872409820557,0.0398538038134575,2.62116813659668,0.128063708543777
1099,3.25462293624878,1.72757971286774,3.49312973022461,3.8362147808075,1.7844352722168,3.40860414505005,2.01260328292847,4.77470445632935,3.50967454910278,0.0706306621432304,2.60208964347839,0.216031193733215
1101,3.4987416267395,1.78199887275696,3.45468711853027,3.88401556015015,1.75180375576019,3.59525609016418,2.15028691291809,4.98808002471924,3.6544337272644,0.112674057483673,2.67829895019531,0.342752873897552
1103,3.78783106803894,1.87884449958801,3.42173981666565,3.94832873344421,1.72217416763306,3.75534820556641,2.28072929382324,5.24566984176636,3.82204842567444,0.176669836044312,2.79118180274963,0.523804187774658
1105,4.13727712631226,1.988645195961,3.40319848060608,4.045241355896,1.67259562015533,3.93420791625977,2.38864469528198,5.52556896209717,4.06027221679688,0.244415387511253,2.83581161499023,0.718290269374847
1107,4.50725793838501,2.09436464309692,3.40929412841797,4.18256950378418,1.6258248090744,4.21021938323975,2.50763010978699,5.74405670166016,4.3648362159729,0.298984110355377,2.851313829422,0.888050377368927
1109,4.86991596221924,2.21112036705017,3.42106509208679,4.33976650238037,1.6270740032196,4.53737258911133,2.65696096420288,5.92266368865967,4.68340826034546,0.355581551790237,2.99904537200928,1.05990850925446
1111,5.24726629257202,2.35297679901123,3.42760634422302,4.51693105697632,1.69022655487061,4.86148643493652,2.80214309692383,6.15652465820313,4.97291803359985,0.424481004476547,3.28831648826599,1.27335202693939
1113,5.67211723327637,2.50548791885376,3.43664288520813,4.66336059570313,1.75933480262756,5.20153665542603,2.94932436943054,6.51394367218018,5.22998666763306,0.504833936691284,3.55601525306702,1.54877543449402
1115,6.0962929725647,2.66518497467041,3.46446228027344,4.72258472442627,1.8328572511673,5.63672113418579,3.12112259864807,6.92751789093018,5.50536203384399,0.614173889160156,3.7581582069397,1.83931684494019
1117,6.48759651184082,2.84291815757751,3.51816034317017,4.75077152252197,1.92001760005951,6.17075634002686,3.3073456287384,7.3375391960144,5.84888792037964,0.742720723152161,4.06328916549683,2.13715052604675
1119,6.86097955703735,3.04995131492615,3.57920289039612,4.82133054733276,2.01666808128357,6.75006294250488,3.50014495849609,7.75666952133179,6.22845506668091,0.871403336524963,4.49999332427979,2.49372577667236
1121,7.24316167831421,3.28457117080688,3.64881205558777,4.96785640716553,2.07602190971375,7.38051986694336,3.7231080532074,8.21687602996826,6.60812616348267,0.997406423091888,4.89382076263428,2.94602704048157
