,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 10/O-PTIR","O-PTIR 11/O-PTIR","O-PTIR 12/O-PTIR","O-PTIR 13/O-PTIR","O-PTIR 14/O-PTIR","O-PTIR 15/O-PTIR","O-PTIR 16/O-PTIR","O-PTIR 17/O-PTIR","O-PTIR 18/O-PTIR"
1039,0.624339282512665,1.37782835960388,0.0936676263809204,0.296745002269745,1.63410079479218,0.480336457490921,0.299645781517029,0.678161323070526,0.861582577228546,0.444194555282593,0.689662754535675,1.36342537403107,0.287675887346268,0.826778531074524,0.686299622058868,0.246787384152412,0.930358231067657,0.358548045158386
1041,0.600972831249237,1.35567665100098,0.098139263689518,0.291040569543839,1.66746807098389,0.483299970626831,0.297620207071304,0.69307678937912,0.865565776824951,0.449480831623077,0.679678797721863,1.36600208282471,0.285656839609146,0.806883335113525,0.69310450553894,0.250424355268478,0.939120948314667,0.35137152671814
1043,0.58595860004425,1.34276700019836,0.0966259986162186,0.28899160027504,1.6999648809433,0.490287780761719,0.302204996347427,0.710804522037506,0.86687844991684,0.455747276544571,0.677772700786591,1.37324452400208,0.295117288827896,0.794391870498657,0.699077367782593,0.253510802984238,0.948668241500854,0.351685434579849
1045,0.586972117424011,1.33551895618439,0.0935992300510406,0.292665809392929,1.73267900943756,0.491981565952301,0.307125419378281,0.71851247549057,0.873457849025726,0.461562871932983,0.678080856800079,1.37947702407837,0.314911514520645,0.78721296787262,0.696697115898132,0.258643925189972,0.960997581481934,0.35664227604866
1047,0.587858319282532,1.33454155921936,0.0905716344714165,0.296743482351303,1.7662740945816,0.490842342376709,0.30044686794281,0.719392716884613,0.888142228126526,0.467193275690079,0.684187650680542,1.3971152305603,0.334988921880722,0.78186160326004,0.692971348762512,0.270045965909958,0.978520452976227,0.361005663871765
1049,0.581429302692413,1.33848547935486,0.0882954075932503,0.301813870668411,1.80081117153168,0.497763276100159,0.291245102882385,0.72062474489212,0.902342557907104,0.471472591161728,0.679759621620178,1.4161696434021,0.33859321475029,0.780228078365326,0.689884722232819,0.276126265525818,0.997585296630859,0.364813148975372
1051,0.571530401706696,1.35256969928741,0.0837457776069641,0.314555555582047,1.83591914176941,0.504068672657013,0.28802764415741,0.733781456947327,0.913605868816376,0.478433161973953,0.672060251235962,1.43619477748871,0.335099428892136,0.78281307220459,0.695444941520691,0.270475924015045,1.01526629924774,0.377687394618988
1053,0.568399846553802,1.37533557415009,0.0838429853320122,0.326828241348267,1.85913443565369,0.509704351425171,0.290367513895035,0.758868098258972,0.925490140914917,0.494781911373138,0.675839900970459,1.45978045463562,0.333603054285049,0.795665442943573,0.709194183349609,0.269898921251297,1.03180587291718,0.397783547639847
1055,0.572615563869476,1.40762960910797,0.0909673199057579,0.33398562669754,1.869509100914,0.51665985584259,0.295580267906189,0.782439053058624,0.946676909923553,0.506980419158936,0.682427704334259,1.48559761047363,0.337210565805435,0.813220381736755,0.715460658073425,0.274208277463913,1.04221189022064,0.416768461465836
1057,0.58016711473465,1.45264410972595,0.11125360429287,0.338966488838196,1.88455080986023,0.520065248012543,0.30519625544548,0.805389702320099,0.96941864490509,0.515394389629364,0.681362092494965,1.51545131206512,0.347716212272644,0.826189458370209,0.715495884418488,0.266257137060165,1.05923616886139,0.433656454086304
1059,0.591268122196198,1.49109768867493,0.139903873205185,0.351686179637909,1.90256011486053,0.518838167190552,0.310727834701538,0.82860267162323,0.993363618850708,0.515765607357025,0.669386386871338,1.54112839698792,0.366444736719131,0.834098756313324,0.724614858627319,0.253262609243393,1.08822572231293,0.450435519218445
1061,0.604313731193542,1.51426148414612,0.16344179213047,0.366216033697128,1.92074263095856,0.523147940635681,0.312365353107452,0.847087562084198,1.01808714866638,0.503742158412933,0.669481098651886,1.56896901130676,0.388312131166458,0.837941765785217,0.747257709503174,0.247014194726944,1.1245002746582,0.468537628650665
1063,0.615601181983948,1.53411710262299,0.170621618628502,0.376608908176422,1.96156978607178,0.535923719406128,0.316074877977371,0.863292634487152,1.050088763237,0.500841379165649,0.696931660175323,1.58927989006042,0.404376566410065,0.836974501609802,0.779553234577179,0.255983173847198,1.16534399986267,0.487302184104919
1065,0.631921648979187,1.57417750358582,0.178745523095131,0.381301611661911,2.00543808937073,0.547124862670898,0.334055662155151,0.878901720046997,1.08317530155182,0.509976148605347,0.731599807739258,1.61001777648926,0.414827644824982,0.840698540210724,0.806165993213654,0.264082252979279,1.20079696178436,0.511314988136292
1067,0.647348701953888,1.62374937534332,0.198704361915588,0.387976557016373,2.03771042823792,0.552773237228394,0.354074448347092,0.898297727108002,1.11024403572083,0.52358615398407,0.762064158916473,1.63381564617157,0.425631731748581,0.851900935173035,0.828874170780182,0.265634179115295,1.2397233247757,0.536040246486664
1069,0.661001980304718,1.65387654304504,0.219918444752693,0.396414190530777,2.07831478118896,0.552763760089874,0.368225693702698,0.927853941917419,1.14520192146301,0.539591789245605,0.785058379173279,1.65762829780579,0.428387522697449,0.86965137720108,0.873021602630615,0.274030953645706,1.28299498558044,0.562537968158722
1071,0.672579526901245,1.6839212179184,0.232656836509705,0.40666863322258,2.13079190254211,0.55746865272522,0.382314115762711,0.959748983383179,1.18941164016724,0.554741263389587,0.814037203788757,1.68954956531525,0.420892626047134,0.894015729427338,0.926586270332336,0.289210647344589,1.32028079032898,0.591819643974304
1073,0.674572050571442,1.72681832313538,0.240371182560921,0.421558618545532,2.21287488937378,0.56884902715683,0.402098208665848,0.985853314399719,1.23538482189178,0.569032549858093,0.849655091762543,1.73272562026978,0.408204555511475,0.920808911323547,0.986718893051147,0.307090997695923,1.35290765762329,0.615583062171936
1075,0.678384184837341,1.78860378265381,0.268620312213898,0.436780273914337,2.30223655700684,0.580910623073578,0.417840510606766,1.0127876996994,1.28944504261017,0.587498426437378,0.895879447460175,1.77032494544983,0.401021957397461,0.947630703449249,1.06008636951447,0.32370337843895,1.39485776424408,0.641183853149414
1077,0.699749171733856,1.86796379089355,0.300951361656189,0.450011283159256,2.37348818778992,0.5955650806427,0.427096396684647,1.0480819940567,1.35538911819458,0.616481781005859,0.949223220348358,1.81696474552155,0.407724797725677,0.984404027462006,1.15070652961731,0.330255329608917,1.4584846496582,0.680449783802032
1079,0.736990749835968,1.965944647789,0.321732729673386,0.46116179227829,2.47847270965576,0.619312942028046,0.433799237012863,1.08995521068573,1.43044412136078,0.651853322982788,1.01298141479492,1.8820618391037,0.423737734556198,1.03128290176392,1.25415885448456,0.33368194103241,1.52697014808655,0.729544997215271
1081,0.776577353477478,2.09741449356079,0.350577294826508,0.47873854637146,2.60138416290283,0.649946689605713,0.441606372594833,1.13044798374176,1.51573860645294,0.692553639411926,1.07911574840546,1.95960235595703,0.443783313035965,1.08698487281799,1.35300505161285,0.341594368219376,1.59084451198578,0.783743619918823
1083,0.813939034938812,2.25460147857666,0.400421112775803,0.498856723308563,2.71890211105347,0.681453108787537,0.45951122045517,1.18011045455933,1.61238241195679,0.740953266620636,1.13202571868896,2.02785205841064,0.466615498065948,1.14944303035736,1.45016551017761,0.355323791503906,1.66118979454041,0.841712296009064
1085,0.872625052928925,2.41722941398621,0.466526806354523,0.514735460281372,2.85410761833191,0.71021568775177,0.482154577970505,1.24854481220245,1.71143853664398,0.796557426452637,1.17910265922546,2.09597373008728,0.493702709674835,1.21920740604401,1.54843413829803,0.374782979488373,1.74358892440796,0.901433289051056
1087,0.944865703582764,2.577796459198,0.543201327323914,0.532281517982483,2.9989595413208,0.73772007226944,0.502418279647827,1.32220375537872,1.81682884693146,0.849001944065094,1.24363708496094,2.16831636428833,0.516560018062592,1.29192674160004,1.64410877227783,0.394026964902878,1.82893514633179,0.960089325904846
1089,1.01747906208038,2.73016905784607,0.628493010997772,0.555135190486908,3.17229008674622,0.768929481506348,0.524827837944031,1.38410925865173,1.9162517786026,0.888270676136017,1.31671273708344,2.22948837280273,0.52580326795578,1.36325144767761,1.72708106040955,0.408023327589035,1.91214883327484,1.01568996906281
