,O-PTIR 1/O-PTIR,O-PTIR 2/O-PTIR,O-PTIR 3/O-PTIR,O-PTIR 4/O-PTIR,O-PTIR 5/O-PTIR,O-PTIR 6/O-PTIR,O-PTIR 7/O-PTIR,O-PTIR 8/O-PTIR,O-PTIR 9/O-PTIR,O-PTIR 10/O-PTIR,O-PTIR 11/O-PTIR,O-PTIR 12/O-PTIR,O-PTIR 13/O-PTIR,O-PTIR 14/O-PTIR,O-PTIR 15/O-PTIR,O-PTIR 16/O-PTIR,O-PTIR 17/O-PTIR,O-PTIR 18/O-PTIR,O-PTIR 19/O-PTIR,O-PTIR 20/O-PTIR,,,
1533,0.207139015,-0.118514195,0.037074964,-0.063163258,-0.014012556,0.047353186,0.084742129,-0.038750928,-0.071676858,-0.11123921,0.080944881,-0.053339943,0.051150762,-0.037228957,-0.057304978,-0.041445792,-0.047560852,0.027215788,0.033807486,-0.046749022,,,
1535,0.192453682,-0.166233972,0.100764029,-0.076236367,0.012292173,0.023242386,0.069654569,-0.034043442,-0.092815161,-0.141268775,0.107526362,-0.067347571,0.016244339,-0.01095142,-0.054340567,-0.081084333,0.040407296,0.032013226,0.039022624,-0.029803868,,,
1537,0.223553762,-0.211766586,0.159277573,-0.097700998,-0.008464667,0.015719224,0.055314906,-0.022859044,-0.089542329,-0.185504183,0.142418072,-0.057341605,-0.030475978,0.021260057,-0.099234715,-0.069957383,0.100791998,0.052644327,0.0208917,-0.059461143,,,
1539,0.152324274,-0.231194392,0.141795695,-0.096646927,-0.039357368,0.038158793,0.015906375,-0.011414513,-0.058788523,-0.147918984,0.153484508,-0.069101013,-0.036903955,0.047268521,-0.183105573,-0.082377389,0.084218629,0.073625423,-0.001699725,-0.135680303,,,
1541,0.082367182,-0.253668457,0.051494755,-0.035496976,-0.007456905,0.021179648,-0.050364252,-0.015014863,-0.025193596,-0.079032578,0.126570523,-0.09535405,-0.034889925,0.041331418,-0.170155868,-0.127622336,0.067377932,0.056206383,0.035806023,-0.096486181,,,
1543,0.120466709,-0.219490454,0.037613716,0.026391989,0.036418356,-0.033935253,-0.078178786,-0.084176935,-0.01284665,-0.006799546,0.073349431,-0.077197693,-0.0328677,0.054315384,-0.124904864,-0.130052254,0.071223356,0.015065799,0.041468829,-0.015220716,,,
1545,0.162485152,-0.133371785,0.027913397,0.035536449,0.031004323,-0.054025508,-0.042986151,-0.149150103,0.007621855,0.000616553,0.031902883,-0.074285574,-0.051614195,0.061265953,-0.118610166,-0.122017898,0.046616618,-0.009664093,0.018178415,0.019586323,,,
1547,0.172032461,-0.105503485,-0.022041289,0.047181435,0.030399049,-0.029488744,-0.005262469,-0.127886027,0.038216844,-0.013026894,0.004865699,-0.078413166,-0.050337337,0.084683478,-0.103538506,-0.095149294,0.019445321,-0.026270168,-0.010436597,0.033849966,,,
1549,0.185193002,-0.117302835,-0.046248145,0.061600819,0.059671074,0.002051674,0.038004555,-0.105296142,0.058019031,-0.036223248,0.011069456,-0.076928489,-0.022828324,0.106396116,-0.089549243,-0.051509872,-0.00295583,-0.019248888,-0.022025835,0.024964908,,,
1551,0.19598496,-0.104837976,-0.026412208,0.065091655,0.068444282,0.008934541,0.053919692,-0.081680715,0.04496618,-0.093156382,0.00688873,-0.069035023,-0.029839167,0.11791373,-0.076946922,-0.028432503,0.000261236,0.006869006,-0.034635309,-0.004984691,,,
1553,0.195356667,-0.080894023,0.013677735,0.039158918,0.046015125,-0.018957201,0.05402695,-0.059213422,0.024115501,-0.13521634,0.002569641,-0.042096943,-0.049089268,0.123162158,-0.043090548,-0.00033567,0.036078401,0.022618243,-0.030582787,-0.028339034,,,
1555,0.194891751,-0.064927794,0.027445583,0.010603291,0.003271609,-0.063014351,0.028677378,-0.051677488,0.000986729,-0.129352704,0.049661659,-0.006316535,-0.034429189,0.128143311,-0.04202608,0.012002766,0.071668692,0.038061608,-0.050114371,-0.046292845,,,
1557,0.196997583,-0.069306664,0.020359054,0.008215254,-0.034129404,-0.085530035,-0.023117052,-0.077320173,-0.067170344,-0.071302347,0.070548102,0.011739045,-0.005869439,0.118718892,-0.035095874,0.030020187,0.088524081,0.059147764,-0.100791469,-0.039639432,,,
1559,0.208883196,-0.107783042,0.009195556,0.02481664,-0.022940228,-0.056713339,-0.034847606,-0.058737583,-0.116073824,-0.020279868,0.057017349,0.023116419,0.026695056,0.087810889,0.020410972,0.020563714,0.079340585,0.076730125,-0.132067636,0.026053896,,,
1561,0.207997933,-0.112293877,0.02506607,0.038252585,0.004436424,0.000917286,-0.005985938,-0.028683996,-0.106295034,-0.037962973,0.029375544,0.025460068,0.040269993,0.078561828,0.058528718,0.006609848,0.069543876,0.079487801,-0.116906323,0.054763824,,,
1563,0.238688454,-0.091131285,0.045074258,0.029209442,0.039216235,0.03663794,0.02210361,-0.043152943,-0.060335539,-0.076468699,0.015311898,0.004068603,0.029441748,0.076211996,0.077704042,0.006516602,0.072339296,0.06418208,-0.069898486,0.050468735,,,
1565,0.266928136,-0.067888148,0.053949568,0.003958904,0.048879247,0.058721125,0.062954158,-0.052104965,-0.045212727,-0.095350161,0.02126598,-0.023768295,0.017352955,0.076741204,0.082342945,0.011222352,0.060709361,0.036801618,-0.023135167,0.023151506,,,
1567,0.250267148,-0.055579424,0.064644463,-0.001488186,0.032080468,0.076406591,0.090502076,-0.050480712,-0.049233951,-0.058732927,0.026280047,-0.029459991,0.006709929,0.085747816,0.073173232,0.028059766,0.03803562,0.012387706,0.00386303,0.003006217,,,
1569,0.22597535,-0.046879485,0.073501334,0.010937953,0.016782694,0.053143147,0.081660815,-0.058864851,-0.034611154,-0.023032455,0.018022524,-0.032812592,-0.011303401,0.093715526,0.05971761,0.057225149,0.026430279,-0.006976677,0.019255253,0.018798212,,,
1571,0.221656859,-0.067196846,0.067855947,0.02177278,0.016766986,0.034749892,0.058197699,-0.081775323,-0.035223056,-0.011435586,0.025673207,-0.038203385,-0.010452124,0.087995619,0.044146337,0.103708379,0.031868301,-0.029269164,0.024928715,0.021897757,,,
1573,0.238584727,-0.11920584,0.05182967,0.024766734,0.023879865,0.023187438,0.034437347,-0.093035348,-0.025855867,0.005387474,0.021453604,-0.060746964,0.002702196,0.088220164,0.037902381,0.121908344,0.024892179,-0.053270344,0.022864459,0.014134708,,,
1575,0.294639826,-0.134003535,0.047318988,0.012155833,0.01368655,0.004606751,0.025956878,-0.098692685,0.003638794,0.000469342,0.015127859,-0.080628224,0.026511645,0.089740723,0.064423971,0.100535899,0.011714935,-0.062010527,0.011844973,0.007218193,,,
1577,0.349306762,-0.104842626,0.054646198,-0.001725983,-0.009579528,-0.014401958,0.04863514,-0.075226352,0.002796662,-0.029512161,0.017734114,-0.094911575,0.027809791,0.084020689,0.09729059,0.083131723,0.007175455,-0.068901084,-0.003618327,-0.012811848,,,
1579,0.377363294,-0.076531321,0.063906834,-0.003706075,-0.021056112,-0.012076534,0.078688115,-0.051539999,-0.010774537,-0.052764889,0.013936414,-0.092980258,0.018983152,0.063798204,0.108295523,0.059812561,0.02779253,-0.078264177,-0.014281949,-0.018650588,,,
1581,0.404479384,-0.040854581,0.064822748,0.009487648,-0.017566044,0.003069307,0.113014303,-0.057652563,-0.003203266,-0.056669369,0.020320114,-0.076177426,0.021936605,0.063119709,0.096292645,0.037347537,0.051643565,-0.086732514,-0.013635414,-0.027540635,,,
1583,0.423338979,-0.01372466,0.052349944,0.02206018,-0.005939316,0.016613003,0.139510795,-0.056722093,0.018440494,-0.039109208,0.03234281,-0.060857832,0.012303677,0.077445917,0.095987819,0.025001343,0.059678756,-0.072242506,0.004938549,-0.022682024,,,
1585,0.448771536,0.013311505,0.041209269,0.02665481,0.005577413,0.035801377,0.155427262,-0.058562651,0.031715117,-0.0160877,0.037771355,-0.037706327,0.009344175,0.085634537,0.10582681,0.011937208,0.061832845,-0.048199371,0.02566267,-0.011212204,,,
1587,0.460860819,0.028969355,0.056238219,0.021755982,0.013941293,0.054402802,0.157638967,-0.065173924,0.031274736,-0.020748667,0.037649751,-0.03211163,0.006349772,0.095042825,0.112904251,0.019268457,0.082698777,-0.031092416,0.016086373,0.012715499,,,
1589,0.455068082,0.039204463,0.079832353,0.014009358,0.01330503,0.055950101,0.161460936,-0.071431957,0.02558838,-0.037798818,0.028125444,-0.05214154,-0.003746646,0.103747159,0.112444483,0.050385434,0.1038986,-0.026407102,-0.017138299,0.042839304,,,
1591,0.443871737,0.04471983,0.088613041,0.016635686,0.004133093,0.038765073,0.149052665,-0.065977998,0.017800834,-0.057332408,0.002427561,-0.055626314,0.002966585,0.106105059,0.105376922,0.075876191,0.107874028,-0.017941013,-0.026465295,0.06157092,,,
1593,0.449338019,0.053289596,0.088668108,0.026140708,2.52946738328319E-05,0.0241659,0.131504983,-0.064305827,0.019674348,-0.071629733,-0.008141149,-0.034144424,0.02473673,0.107169308,0.09672787,0.087412633,0.118753716,-0.016172238,-0.015566811,0.067941844,,,
1595,0.45168063,0.077291518,0.078321718,0.05299297,0.003563079,0.022250252,0.12988694,-0.064410545,0.031029241,-0.055634364,0.002855686,-0.042620238,0.035279486,0.113574199,0.118146516,0.092958435,0.135176361,-0.021110013,-0.010604819,0.074726343,,,
1597,0.459122747,0.110262483,0.067299947,0.073064916,0.004983739,0.02450398,0.151143044,-0.05092144,0.036863301,-0.028388852,0.016849168,-0.055618204,0.030484371,0.115422688,0.139567852,0.105406597,0.138732001,-0.021248428,-0.005666215,0.071226597,,,
1599,0.465837747,0.142242193,0.058116511,0.080420069,-0.002374266,0.020942289,0.168350816,-0.040170074,0.033640631,-0.016559394,0.022482228,-0.042522699,0.00906044,0.117702954,0.141754851,0.107970603,0.131370857,-0.018095789,-0.008264913,0.065346658,,,
1601,0.474074364,0.16863659,0.0528601,0.077425823,-0.005843607,0.035629723,0.169134125,-0.04008197,0.018943572,-0.026826886,0.02349361,-0.019056853,-0.016322948,0.131188944,0.144815922,0.114622153,0.120641351,-0.014466733,-0.033301488,0.067163453,,,
1603,0.495892048,0.179718629,0.058165632,0.075699106,0.001582023,0.045924008,0.15789178,-0.052749448,0.000469839,-0.045037884,0.011372923,-0.008407342,-0.023507096,0.150186911,0.153457597,0.134613737,0.099363185,-0.019023195,-0.060796682,0.069177061,,,
1605,0.514957428,0.161615282,0.074909091,0.06305176,0.017454697,0.038704067,0.151716381,-0.052842602,-0.022357116,-0.058154456,-0.002393152,-0.015795577,-0.026547689,0.164698273,0.152548343,0.135574326,0.088742912,-0.024822205,-0.050625484,0.05928674,,,
1607,0.521864235,0.136359915,0.091787353,0.042574722,0.03511332,0.026265023,0.148944706,-0.041693497,-0.02557566,-0.057712689,-0.011488154,-0.018293321,-0.037934929,0.172818139,0.148080155,0.122492678,0.096594334,-0.029991526,-0.035091858,0.05595788,,,
1609,0.536079168,0.126837015,0.099225104,0.034290146,0.046838693,0.013374907,0.148609996,-0.028766869,-0.00238755,-0.0388247,-0.012699463,-0.029527964,-0.043046504,0.1664083,0.141165033,0.130728215,0.106368504,-0.029728172,-0.030275278,0.06431929,,,
1611,0.545683086,0.1169056,0.099653035,0.035085645,0.04296108,0.01743448,0.164371908,-0.017402524,0.02158533,-0.014572626,-0.011603282,-0.041445337,-0.03917655,0.148224443,0.138891652,0.143224001,0.121851206,-0.028537247,-0.011992822,0.072347283,,,
1613,0.541894555,0.085911423,0.089970127,0.036155786,0.030087614,0.02368792,0.18758072,-0.029232722,0.026936051,-0.003382186,-0.015615059,-0.058060013,-0.031512871,0.14500989,0.138419718,0.145625219,0.135722056,-0.022623349,0.016771829,0.081531443,,,
1615,0.565609217,0.081698418,0.093904778,0.037717968,0.031007361,0.020041887,0.201842889,-0.055002593,0.019573016,-0.000223934,-0.016969865,-0.071181707,-0.021130575,0.143215522,0.143603966,0.136772409,0.130579889,-0.007204923,0.026621744,0.069819264,,,
1617,0.577467501,0.103329256,0.093891762,0.02966631,0.040318247,0.008339632,0.20395574,-0.070045605,0.027392367,-0.013240747,-0.015408821,-0.064047821,-0.010702717,0.124471627,0.143339217,0.126994848,0.116208203,-0.004056368,0.01531744,0.061705604,,,
1619,0.567646503,0.125090867,0.099821076,0.014888288,0.03949549,-0.002255222,0.199853197,-0.059882741,0.05172332,-0.034486644,-0.011644123,-0.048863072,-0.002657774,0.09661264,0.144511566,0.118926294,0.095689915,-0.00380721,0.001989043,0.056461092,,,
1621,0.554253101,0.128497258,0.117666245,0.017730404,0.024331465,-0.01214459,0.213780403,-0.049233038,0.062235635,-0.053141966,0.001596291,-0.040297952,0.000916552,0.082325332,0.145777747,0.118987285,0.08946348,-0.008694698,-0.006241512,0.037804835,,,
1623,0.537240624,0.127299905,0.128593445,0.029295843,0.01143185,-0.014780325,0.228088275,-0.045631092,0.057140894,-0.057943702,0.016631478,-0.037208587,0.013079757,0.083345823,0.125405967,0.099992566,0.087712727,-0.0135231,-0.010461132,0.032673135,,,
1625,0.511020541,0.124857657,0.125932902,0.028192366,0.010636185,-0.011477106,0.228439599,-0.043489106,0.045450114,-0.057585619,0.015972983,-0.038397543,0.022456069,0.087136544,0.117573217,0.09164466,0.098048069,-0.010740988,-0.017577987,0.038727999,,,
1627,0.502390385,0.127908021,0.121066786,0.025229847,0.007291239,-0.008144043,0.22206907,-0.036743708,0.029207509,-0.041751094,0.016594548,-0.042356454,0.02279277,0.07800293,0.122807898,0.09514638,0.109434001,-0.015549063,-0.017650904,0.053357255,,,
1629,0.506059885,0.123080589,0.116384059,0.017699014,0.00512617,0.001605453,0.217450842,-0.033858173,0.021744732,-0.03577622,0.012579098,-0.025499485,0.017686399,0.06744422,0.120006628,0.09131255,0.110007897,-0.035744023,-0.018953506,0.057015516,,,
1631,0.494818747,0.082382888,0.114859194,0.012224933,0.008470382,0.010152947,0.205096111,-0.045365427,0.019520855,-0.042691752,0.000397826,-0.010960695,0.008141165,0.068453699,0.106119983,0.087420888,0.08632756,-0.043513946,-0.025277594,0.050536502,,,
1633,0.465616912,0.013212873,0.101343125,0.015807193,-0.010347388,0.020063553,0.180436119,-0.050509885,0.036410492,-0.042812504,-0.004778361,-0.021101654,0.005199088,0.064991206,0.09762758,0.079415314,0.06728778,-0.051516753,-0.026779709,0.04651811,,,
1635,0.454257041,-0.011623847,0.059439421,0.017324461,-0.039090127,0.043152064,0.163129568,-0.060483128,0.051818069,-0.034886498,0.002555226,-0.045346815,-0.00371137,0.055976473,0.107880928,0.089384206,0.066648796,-0.045946021,-0.016196152,0.049062744,,,
1637,0.452149153,0.022216892,0.038837932,0.022945691,-0.039577734,0.049696516,0.152091399,-0.078205585,0.051909547,-0.022931408,0.001266634,-0.051615924,-0.005101982,0.065843597,0.130296066,0.100638904,0.074618123,-0.028482756,-0.009238623,0.054940995,,,
1639,0.44575429,0.07600183,0.052888118,0.03283475,-0.012833924,0.035261475,0.150018007,-0.072312862,0.048525844,-0.025870118,-0.0070903,-0.046372816,-0.002488474,0.095320456,0.16689454,0.11157535,0.088266879,-0.021821706,-0.003430648,0.069915131,,,
1641,0.448360801,0.110042334,0.075638413,0.033196475,0.015681785,0.01772875,0.15006654,-0.0472579,0.043799777,-0.027692912,-0.013891241,-0.054246858,-0.018464155,0.122252047,0.181928456,0.112232901,0.097190201,-0.025136478,0.001956607,0.076339826,,,
1643,0.430798769,0.109388523,0.088009357,0.021311224,0.032779071,0.009317382,0.148781419,-0.042725354,0.037241776,-0.018604536,-0.027483907,-0.073728062,-0.030465133,0.122390807,0.178989142,0.105418399,0.089199595,-0.031662732,0.007938014,0.054833956,,,
1645,0.421646357,0.094316065,0.080670811,0.020089127,0.034782216,0.018955912,0.143475994,-0.04832058,0.031005973,-0.018636111,-0.055486292,-0.076900542,-0.029536949,0.105534628,0.179233968,0.108211488,0.061247706,-0.02048124,0.010980206,0.029429002,,,
1647,0.448274016,0.070564389,0.069095895,0.036139466,0.025583329,0.023900772,0.133692354,-0.055753633,0.025386577,-0.052015729,-0.060027353,-0.072140254,-0.009370301,0.104913794,0.155220494,0.112595372,0.040101003,-0.000342298,0.011976282,0.018329829,,,
1649,0.468426824,0.002064805,0.072955586,0.046567779,0.009177511,0.020742968,0.127990529,-0.057394594,0.020231823,-0.093172528,-0.010865398,-0.069850728,-0.003548389,0.12465506,0.106494501,0.104742207,0.023247795,0.014787722,0.006510079,0.009221771,,,
1651,0.486405343,-0.049514692,0.073318869,0.04406365,-0.002330422,0.014212388,0.133603022,-0.057951991,0.019244075,-0.114494197,0.025890054,-0.081224717,-0.007042791,0.145303369,0.080531977,0.074984774,0.022330416,0.025525017,0.017376082,0.013223545,,,
1653,0.472035766,-0.01720723,0.055508237,0.026201682,-0.000664637,0.011162903,0.162886903,-0.044170842,0.021808764,-0.102799639,0.039832994,-0.069548339,-0.03083034,0.131377146,0.063748769,0.058063593,0.036099564,0.018429359,0.026754187,0.031677362,,,
1655,0.463261992,0.056499574,0.060744651,0.017114593,0.008515366,0.020207265,0.171945289,-0.041154426,0.015355693,-0.090874627,0.041434381,-0.031097233,-0.034820016,0.091337629,0.09264525,0.064978071,0.035141815,-0.004613368,0.014654805,0.053291146,,,
1657,0.473555773,0.112159908,0.080545031,0.010509457,0.016050391,0.021412915,0.164018154,-0.047994692,0.024859991,-0.063762709,0.031758722,-0.010627645,-0.018324947,0.06741897,0.12978141,0.069737367,0.038518045,-0.022811493,-0.006902239,0.066626251,,,
1659,0.478080422,0.129817069,0.090173796,0.011086545,0.02046369,0.017429676,0.156346962,-0.045293655,0.02487647,-0.03629528,0.02374923,7.91717320680618E-06,-0.013238203,0.068350077,0.140767887,0.067179658,0.057609364,-0.024607923,-0.01568193,0.070213556,,,
1661,0.488819748,0.131573528,0.092712484,0.017150782,0.018400963,0.004387971,0.147123858,-0.049084146,0.017463604,-0.026370782,0.017677024,0.013432362,-0.001347123,0.094363272,0.142638445,0.072150186,0.086936839,-0.030437628,-0.004687761,0.06286525,,,
1663,0.519238651,0.127022311,0.087996043,0.023940774,0.011398849,0.002500152,0.140602425,-0.063151315,0.000745739,-0.025977692,0.00599205,0.019853858,0.014600713,0.118608601,0.134129748,0.076973237,0.112220451,-0.037025213,0.015321486,0.056493707,,,
1665,0.537004828,0.108929947,0.078601629,0.021441599,0.018980861,0.012417232,0.130597383,-0.058632508,-0.003107611,-0.026536791,0.001803238,0.02072528,0.019099122,0.124677107,0.124592103,0.082171001,0.120663986,-0.031081149,0.01972325,0.059061792,,,
1667,0.538268268,0.095742382,0.069276758,0.022467243,0.033015255,0.012296008,0.118067093,-0.068383627,0.002638435,-0.034844924,0.004912951,0.008126627,0.021318713,0.122207947,0.129563034,0.095359154,0.114771701,-0.025342692,0.014637833,0.074382976,,,
1669,0.521093071,0.106303275,0.055514991,0.025448706,0.04083138,0.008495977,0.122532748,-0.084935129,0.015727131,-0.039265085,0.002537926,0.012668282,0.034577943,0.11277654,0.144215107,0.108437769,0.112079844,-0.021634726,0.006667098,0.100989409,,,
1671,0.509518385,0.10678383,0.037809953,0.032428201,0.036540966,0.010460155,0.130447194,-0.081960134,0.023799032,-0.047379851,-0.005876857,0.020326525,0.045147337,0.104300782,0.144039452,0.111773945,0.105091467,-0.022920437,0.005726407,0.126098201,,,
1673,0.539679825,0.111825965,0.046184205,0.044595584,0.032065138,0.018278945,0.133400321,-0.073774651,0.03184282,-0.05078394,-0.0008159,0.011779669,0.034721229,0.086540453,0.148254469,0.125317171,0.11614541,-0.012522625,0.004256739,0.132639065,,,
1675,0.583858728,0.138218313,0.067748763,0.062056333,0.024052601,0.029122028,0.145195529,-0.059875257,0.055237588,-0.060436875,0.012514721,0.014135384,0.013959319,0.07293015,0.178885281,0.138811484,0.141639858,-0.003007698,0.004823048,0.125111014,,,
1677,0.622851849,0.161317915,0.074107796,0.074416354,0.011808366,0.027429113,0.153509557,-0.058797136,0.079286158,-0.060906269,0.024397528,0.028945414,0.009789173,0.074971005,0.214415923,0.146403849,0.153348073,0.001167122,0.006015854,0.113032721,,,
1679,0.648584425,0.162023604,0.073146507,0.081488572,0.006417546,0.017008437,0.158602804,-0.056064721,0.07942789,-0.04115539,0.041649651,0.03959455,0.015709544,0.068562821,0.230482027,0.149903581,0.144276679,0.000199533,0.012803121,0.094395183,,,
1681,0.668216825,0.122157663,0.075704366,0.074021362,0.005218735,0.004362752,0.158818394,-0.054472789,0.068142317,-0.018465489,0.051523846,0.02992291,0.028315105,0.057855859,0.234212399,0.138766751,0.135228485,-0.003514591,0.021427121,0.067181014,,,
1683,0.751097322,0.131837726,0.094241373,0.058053356,-0.004988631,-0.004971425,0.148823425,-0.075281866,0.081216581,-0.007029857,0.049933929,0.029520383,0.039506018,0.048733324,0.258961409,0.143194169,0.140074581,-0.000207114,0.02643826,0.067654938,,,
1685,0.833566844,0.190386772,0.103726268,0.029136127,-0.027715333,-0.003561449,0.136292562,-0.09093459,0.096518017,-0.000528937,0.04836053,0.072642401,0.032830801,0.049565729,0.286437243,0.17054905,0.163856238,-0.003122,0.022355387,0.101786964,,,
1687,0.875247121,0.257009327,0.106002845,0.006046354,-0.030402699,-0.000784257,0.134588569,-0.084423982,0.102725044,0.014428549,0.045486599,0.14822188,0.018997055,0.052449878,0.313999474,0.194919631,0.195199102,0.001355331,0.049818672,0.131960794,,,
1689,0.943669736,0.328575522,0.098969311,0.0063813,-0.014741373,0.007334569,0.149908692,-0.075865775,0.101408668,0.021990664,0.037323926,0.220712394,0.018615805,0.050711624,0.335885197,0.215245113,0.222236916,0.018025104,0.087917008,0.148100719,,,
1691,1.009791732,0.371128738,0.082998924,0.016185364,-0.006788396,0.012519721,0.162896484,-0.076737769,0.084270269,0.023979504,0.031847291,0.26648733,0.024154682,0.049985591,0.337523103,0.23412995,0.229487121,0.035367511,0.104541838,0.155599385,,,
1693,1.041308761,0.386070997,0.073958762,0.022394836,0.000278188,0.009785857,0.155009985,-0.084223874,0.059050154,0.01283502,0.019550536,0.280410618,0.031189831,0.040601045,0.320057333,0.251782656,0.220919609,0.048302427,0.097262599,0.142768383,,,
1695,1.044911861,0.392450809,0.077086024,0.023887997,0.017105939,0.004601154,0.136280403,-0.079890534,0.038385022,-0.003356512,0.01273085,0.280941457,0.027703419,0.017082304,0.309773147,0.262123585,0.215062588,0.04725077,0.083897933,0.124035269,,,
1697,1.059494376,0.387147248,0.087013967,0.020794071,0.033643305,-0.008914812,0.128973395,-0.079396516,0.026692972,-0.025660617,-2.20E-05,0.26835084,0.01392372,-0.001669192,0.296969503,0.253310591,0.208319455,0.036753789,0.074683741,0.098309822,,,
1699,1.200384736,0.444135547,0.102554306,0.028451813,0.043245744,-0.024980737,0.135984123,-0.089301407,0.052329414,-0.029512029,0.009658026,0.289478779,0.012549337,-0.036819819,0.336703897,0.265041947,0.225044787,0.04944009,0.089179173,0.091872685,,,
1701,1.368831277,0.529885352,0.120870978,0.042219684,0.029148113,-0.034713473,0.135190398,-0.072138749,0.099048436,-0.019324763,0.034331787,0.36219871,0.008166703,-0.0572697,0.400529593,0.30344364,0.256427407,0.066225067,0.1087384,0.110171609,,,
1703,1.532605052,0.64674437,0.148300171,0.041630596,0.02116403,-0.030050874,0.141118571,-0.047611538,0.14312686,-0.010403605,0.073016271,0.460492849,-0.003571284,-0.062346146,0.495930612,0.366801351,0.309439391,0.094811961,0.115339592,0.147825778,,,
1705,1.763686776,0.840038598,0.172108889,0.025187306,0.016853074,-0.013886418,0.157242686,-0.018851943,0.198336437,-0.000200371,0.131954879,0.589628935,-0.012129202,-0.009076529,0.650199294,0.440687507,0.381140262,0.164301738,0.126146793,0.212310895,,,
1707,2.099664688,1.122909784,0.195280984,0.014476998,0.009372116,-0.000149211,0.196545988,0.031064456,0.269199431,0.038370185,0.199768782,0.756130993,-0.00813367,0.088012755,0.816627443,0.506176651,0.469023705,0.249536574,0.165018156,0.289011955,,,
1709,2.555114985,1.495397091,0.226187274,0.02912957,0.008526592,0.006052466,0.242961407,0.094262801,0.346204311,0.091010533,0.27735275,0.959928751,0.01175876,0.173892543,1.009562612,0.605318964,0.572350502,0.339736074,0.235625461,0.372754574,,,
1711,3.070957661,1.924898744,0.280482799,0.054476038,0.011518332,0.012588312,0.279157668,0.165437818,0.42709589,0.138217553,0.355886847,1.202426076,0.044569083,0.247616142,1.229692698,0.767510951,0.675000787,0.445870996,0.319489568,0.468459696,,,
1713,3.712540627,2.447150707,0.354108363,0.068216167,0.026145071,0.017862789,0.311144948,0.244692281,0.517537475,0.194240451,0.463028818,1.517741323,0.066877641,0.347823054,1.482894182,0.970425248,0.792489529,0.573151529,0.436784953,0.593642354,,,
1715,4.866315842,3.330818653,0.464113057,0.07407847,0.036250055,0.043054283,0.370684892,0.363685936,0.653106272,0.271767527,0.614348412,2.010480404,0.08083804,0.476336837,1.875660539,1.228791714,0.976279378,0.781286657,0.636192858,0.784627676,,,
1717,7.073851109,5.004560471,0.69507128,0.087438792,0.049607977,0.132449001,0.499315143,0.58607614,0.91458118,0.41295746,0.848921597,2.854835033,0.146738559,0.737204611,2.566387415,1.71062541,1.333976746,1.175758243,1.005553007,1.151832342,,,
1719,9.455257416,6.849500179,0.959607601,0.112375945,0.063623697,0.275032163,0.627634883,0.822346032,1.174474597,0.566802323,1.062965274,3.717340708,0.243232876,1.054009557,3.316278934,2.361797571,1.756920695,1.611685038,1.414255381,1.556473017,,,
1721,11.59393692,8.503395081,1.223337293,0.16131334,0.065651096,0.413777322,0.711303174,1.008043885,1.367916465,0.693810463,1.212554574,4.40079546,0.329105377,1.429676414,4.019091606,3.083651066,2.126857996,1.982330322,1.773495436,1.930829048,,,
1723,13.68664551,9.970877647,1.462380409,0.210550487,0.074459046,0.542339385,0.755564988,1.145871401,1.499668598,0.790679872,1.316983581,4.902044296,0.39899838,1.930405259,4.65514946,3.745584488,2.443600416,2.255054712,2.077304125,2.269177437,,,
1725,15.50555992,11.15051937,1.657315016,0.237688482,0.089666724,0.65053612,0.758311212,1.238885283,1.562067509,0.853925943,1.368656278,5.231296062,0.450064152,2.345922709,5.132937908,4.188920021,2.701656818,2.38149786,2.322383404,2.534014225,,,
1727,16.80431366,11.97293186,1.794372082,0.253097296,0.095761791,0.753774524,0.738123536,1.278867841,1.560929775,0.873201251,1.368429184,5.419539452,0.479604006,2.55745244,5.425265312,4.459846973,2.881693125,2.414395571,2.505722046,2.710849524,,,
1729,17.58530426,12.43231201,1.862471581,0.275807559,0.106487215,0.821253002,0.7058146,1.273792148,1.510641336,0.842219174,1.320431948,5.498886585,0.466941535,2.647850752,5.575152874,4.631728649,2.969395161,2.402414322,2.598980665,2.786679268,,,
1731,18.03568268,12.58981705,1.885890245,0.276873678,0.121386342,0.834522784,0.650554895,1.243857741,1.441910982,0.774426758,1.262143373,5.464094162,0.426916927,2.685268641,5.613964081,4.668121338,2.999027014,2.368982553,2.604807138,2.794794083,,,
1733,18.07736588,12.35379028,1.876248002,0.281014562,0.138625756,0.840077221,0.592890501,1.19972086,1.383591056,0.729646027,1.217940211,5.319950581,0.384799212,2.684216738,5.468242645,4.48403883,2.95852828,2.306946993,2.556740284,2.745620728,,,
1735,17.54349709,11.81773853,1.814261556,0.307235956,0.153406695,0.83103013,0.542494774,1.13246429,1.321479082,0.699101627,1.172936916,5.089761734,0.356736839,2.560209751,5.208487034,4.194948196,2.845750332,2.209174871,2.466771126,2.660562515,,,
1737,16.35708618,11.01579571,1.705040574,0.304720402,0.127583981,0.799393475,0.504233003,1.051627517,1.254868627,0.634464324,1.095542789,4.739064693,0.333163291,2.341634274,4.884523392,3.839953899,2.667881012,2.061194658,2.31145072,2.519027233,,,
1739,14.71400738,9.947310448,1.541508317,0.257051826,0.097126722,0.723892927,0.454256922,0.949247956,1.188004375,0.563723266,0.98246789,4.296762943,0.313891828,2.091222763,4.499782562,3.458292723,2.455733776,1.861170292,2.085307121,2.303930759,,,
