,O-PTIR 1/O-PTIR,O-PTIR 2/O-PTIR,O-PTIR 3/O-PTIR,O-PTIR 4/O-PTIR,O-PTIR 5/O-PTIR,O-PTIR 6/O-PTIR,O-PTIR 7/O-PTIR,O-PTIR 8/O-PTIR,O-PTIR 9/O-PTIR,O-PTIR 10/O-PTIR,O-PTIR 11/O-PTIR,O-PTIR 12/O-PTIR,O-PTIR 13/O-PTIR,O-PTIR 14/O-PTIR,O-PTIR 15/O-PTIR,O-PTIR 16/O-PTIR,O-PTIR 17/O-PTIR,O-PTIR 18/O-PTIR,O-PTIR 19/O-PTIR,O-PTIR 20/O-PTIR,,,
1109,3.575394392,1.198561311,0.62262702,0.613330603,0.037559457,0.286820143,1.32081151,0.279109269,0.884362936,0.263564229,0.877944529,0.969773531,0.528829098,0.20863457,1.003197551,0.627907157,0.637346983,0.45239684,0.853603542,1.147203445,,,
1111,3.712384224,1.264565229,0.643864751,0.627020717,0.030314548,0.303629816,1.34694016,0.326285571,0.927010119,0.296830565,0.918758929,1.023977995,0.562394977,0.192934111,1.021561146,0.678619325,0.658227801,0.482265413,0.861121356,1.184308648,,,
1113,3.857956409,1.34417057,0.662797689,0.640754163,0.026703555,0.321216404,1.372563362,0.37668851,0.973223388,0.347966254,0.956035674,1.098043799,0.572698057,0.160996079,1.066785574,0.736709774,0.659446061,0.498848319,0.860631526,1.209534764,,,
1115,3.993816614,1.4471066,0.687206507,0.649011075,0.024043474,0.321636617,1.403501987,0.433571994,1.030185223,0.408688784,1.007692099,1.184040904,0.5742535,0.131600067,1.118871093,0.753271401,0.673437834,0.512549579,0.875026405,1.230980754,,,
1117,4.16240406,1.583955169,0.709194183,0.662723064,0.01990515,0.313898921,1.447442889,0.496069998,1.093794942,0.471982956,1.066243291,1.276794314,0.576551795,0.119706966,1.157973528,0.737887919,0.702329814,0.528260052,0.910840571,1.241491199,,,
1119,4.394974232,1.74828279,0.72719115,0.675296307,0.01139446,0.308309972,1.495960355,0.548091352,1.154251695,0.520083666,1.125529051,1.376026511,0.587510526,0.118098676,1.191859484,0.733640313,0.728433609,0.546022177,0.958443999,1.259910464,,,
1121,4.62268877,1.925061226,0.737750053,0.683258057,-0.001721841,0.313917845,1.537483454,0.60690254,1.214589,0.554068863,1.192353845,1.486316681,0.596127689,0.093287483,1.227223873,0.742896914,0.753941298,0.58071363,1.010688424,1.298210144,,,
1123,4.800952435,2.122986555,0.742857158,0.689893186,-0.006556356,0.329665542,1.586406231,0.67988795,1.283336282,0.588338494,1.265705585,1.58214736,0.601602435,0.054748312,1.279016614,0.758257806,0.776569247,0.640667558,1.04741919,1.358115554,,,
1125,4.99230051,2.34128356,0.750338316,0.690421999,-0.000772773,0.339970917,1.657138705,0.762737334,1.355939746,0.633490682,1.34343636,1.68113637,0.615094006,0.045124177,1.352018237,0.75211376,0.807406843,0.712537408,1.068129659,1.402662396,,,
1127,5.29810667,2.574135542,0.775383115,0.689681947,0.003949162,0.360169142,1.726690412,0.842752934,1.430674911,0.696704209,1.42272234,1.823645234,0.634965062,0.063558668,1.432854772,0.755705953,0.877545655,0.779146969,1.101688981,1.438313007,,,
1129,5.710734844,2.832762241,0.826361656,0.699886501,0.016116578,0.387065917,1.797084093,0.921993375,1.498106241,0.77301085,1.503946304,2.001120567,0.65936476,0.036297526,1.548193932,0.82160008,0.964113235,0.842451811,1.155287385,1.511846185,,,
1131,6.18214798,3.151621342,0.873191535,0.704202235,0.036963467,0.41173026,1.888406038,1.019063354,1.568198919,0.844242036,1.580041647,2.208770752,0.679490387,-0.007188513,1.6980021,0.937348187,1.041724801,0.918004513,1.22623992,1.609270334,,,
1133,6.762872219,3.557025194,0.920733988,0.710723341,0.047412641,0.448271692,1.985695243,1.145850301,1.655385017,0.918403268,1.674502134,2.454135656,0.711080015,0.028742716,1.864997625,1.076628208,1.141749263,1.046661377,1.329990387,1.72418654,,,
1135,7.502863884,4.036177158,1.000061274,0.721275985,0.053711805,0.489624113,2.070884228,1.281912565,1.747904181,1.008218765,1.784658551,2.758270979,0.760717034,0.168866366,2.081604481,1.246997595,1.282056093,1.187145114,1.45836556,1.845221639,,,
1137,8.372389793,4.595293522,1.111548305,0.727236867,0.06431514,0.529981256,2.140948772,1.411825895,1.828128457,1.099311471,1.886614919,3.1052742,0.802288473,0.314121366,2.305230618,1.465124369,1.438945174,1.305196404,1.596998572,1.964523554,,,
1139,9.249893188,5.253610611,1.243399501,0.73274821,0.086269431,0.561111689,2.187811375,1.533955693,1.912268281,1.169821143,1.984995127,3.477296591,0.832629561,0.426893353,2.542845964,1.731169343,1.585233808,1.43695128,1.73819828,2.097376108,,,
1141,10.21519756,6.012800217,1.377206802,0.742794931,0.110403851,0.588680029,2.226608038,1.641612649,1.99145782,1.247693181,2.092557192,3.869434595,0.870970845,0.562207282,2.831985235,2.017369747,1.730804563,1.611793041,1.884259462,2.263311863,,,
1143,11.39129734,6.797900677,1.502442598,0.759393394,0.110678725,0.646295905,2.246787548,1.735305905,2.065742493,1.335927367,2.183718681,4.263492584,0.925675809,0.727563798,3.131514788,2.223617077,1.882176995,1.798787475,2.041638613,2.441476107,,,
1145,12.56757259,7.512757778,1.627896428,0.783650696,0.106476024,0.710404694,2.238846064,1.804495573,2.117990017,1.399581313,2.236160517,4.601066113,0.975403249,0.865857542,3.403458595,2.344645977,1.988549352,1.93837738,2.188341618,2.595593452,,,
1147,13.38023853,8.04137516,1.708171964,0.805048227,0.116355531,0.757008314,2.220962763,1.823094964,2.133908749,1.427111864,2.247372627,4.833417416,1.003327489,0.916374445,3.581001282,2.401033163,2.046698093,1.98506844,2.288767338,2.705350876,,,
1149,13.65196323,8.274881363,1.699543715,0.827000737,0.12001767,0.79426527,2.186359167,1.771097422,2.107890844,1.424049973,2.222107887,4.923238277,1.008367658,0.885963976,3.614266634,2.37951827,2.055847883,1.960234523,2.330733299,2.767371893,,,
1151,13.41800213,8.189085007,1.656509995,0.83655405,0.106512822,0.783578575,2.133624792,1.670930743,2.05122447,1.380441308,2.163161039,4.859055519,0.996195793,0.820635319,3.525130272,2.261207819,2.010545731,1.882726431,2.311773539,2.753115654,,,
1153,12.87978077,7.863398075,1.600777507,0.831032693,0.092762366,0.740183651,2.069736242,1.548746705,1.967332482,1.296821475,2.064970255,4.671772957,0.965273678,0.751955748,3.362187147,2.077605009,1.911005259,1.762999892,2.246259928,2.671462059,,,
1155,12.18239403,7.418032646,1.525034666,0.820599794,0.084786877,0.674639702,1.987741828,1.418388724,1.867094517,1.204133511,1.958096862,4.416999817,0.939770401,0.675672352,3.153444767,1.905962825,1.78380239,1.616226912,2.1569736,2.562266111,,,
1157,11.38863564,6.934264183,1.435889721,0.831686139,0.082794189,0.622024536,1.900307298,1.301670432,1.759606719,1.102432013,1.844070554,4.150366783,0.902577937,0.587289274,2.948860407,1.781922698,1.664791107,1.476106048,2.051610231,2.437219381,,,
1159,10.65372658,6.448224068,1.337182045,0.836174488,0.079565875,0.581508756,1.812880754,1.205167532,1.65855968,1.018147826,1.737043262,3.875689268,0.853429019,0.501143098,2.766458273,1.679806709,1.56999743,1.358282566,1.943873525,2.312381506,,,
1161,10.09251595,6.003468513,1.253472447,0.821962297,0.061149474,0.551816583,1.742196918,1.111100078,1.578718066,0.954627335,1.649047732,3.628504515,0.807429552,0.439205736,2.601279974,1.600332141,1.488381028,1.264263153,1.83822906,2.197519064,,,
1163,9.688878059,5.620675087,1.206864357,0.780001581,0.034162469,0.520709872,1.681488037,1.03644526,1.527602553,0.905143023,1.577320695,3.44493413,0.752104282,0.37705493,2.442085266,1.543482542,1.412175894,1.159161448,1.750223041,2.093194485,,,
1165,9.349814415,5.309887409,1.166363955,0.737452209,0.015180521,0.480051279,1.63855207,0.984949589,1.493421197,0.874765754,1.529546022,3.300977945,0.702470183,0.292579859,2.309299707,1.507581234,1.35802412,1.055564404,1.677520752,2.005325317,,,
1167,9.130953789,5.0741992,1.098544359,0.699024856,0.014542821,0.447696239,1.623707771,0.943008602,1.468157172,0.849909961,1.484348655,3.179291725,0.668966591,0.23898913,2.224771261,1.497130036,1.324587584,0.99339813,1.61064899,1.943296552,,,
1169,9.018808365,4.913788795,1.058643103,0.645008624,0.019855887,0.440631419,1.617875457,0.913625836,1.455501914,0.833189785,1.434573412,3.099232197,0.662193894,0.233700231,2.169729471,1.4910779,1.282666922,0.959276259,1.564393044,1.888911247,,,
1171,8.833241463,4.803160667,1.066210151,0.604932964,0.019790465,0.448454261,1.610079646,0.889389515,1.44664228,0.808479726,1.38763237,3.038784027,0.68644309,0.216670081,2.127328873,1.452028394,1.235442996,0.910969734,1.529270649,1.842830181,,,
1173,8.532505035,4.722224712,1.071801543,0.612317741,0.0337919,0.445789248,1.586656094,0.86294359,1.421070695,0.77583921,1.356419563,2.989103079,0.705451787,0.172358662,2.093262196,1.369929552,1.215860724,0.848254383,1.510250688,1.812106013,,,
1175,8.232021332,4.624612331,1.03368783,0.632269979,0.053660907,0.431886733,1.550512075,0.847607255,1.381322622,0.740262806,1.327202439,2.920305967,0.691743433,0.147597075,2.055373192,1.27530849,1.218108773,0.802826285,1.491747856,1.805916071,,,
1177,7.976006031,4.541347504,0.977685213,0.626980066,0.055591721,0.422014594,1.522007585,0.819036126,1.332651615,0.716887414,1.287780166,2.845840216,0.654245436,0.148792729,2.019723892,1.188815236,1.232091427,0.794178963,1.474784613,1.790840149,,,
1179,7.806944847,4.463288307,0.940571964,0.584051967,0.043449216,0.428390861,1.502849579,0.789979637,1.292390347,0.702515006,1.254468799,2.786580801,0.611795962,0.134898782,1.979245663,1.122865558,1.216885805,0.792999029,1.45388937,1.763838172,,,
1181,7.738800049,4.408288956,0.927258372,0.558774471,0.032339979,0.424334496,1.50056529,0.764992833,1.258386016,0.683005452,1.235881329,2.765506268,0.58748436,0.118271589,1.95983386,1.068326235,1.187860489,0.792373478,1.415608287,1.740251184,,,
1183,7.763759613,4.429703712,0.909144938,0.551702619,0.020750385,0.403401077,1.493169546,0.760162592,1.24674201,0.663223386,1.229065418,2.768805504,0.582143545,0.115691468,1.965981722,1.057004929,1.155545115,0.779516995,1.382175922,1.735225558,,,
1185,7.933076382,4.541563034,0.894306421,0.549511731,0.025737528,0.377280653,1.457491755,0.79903692,1.256073713,0.629775524,1.227872252,2.806997538,0.563625216,0.127056137,1.990471244,1.108290434,1.158901453,0.755294681,1.386599422,1.754661083,,,
1187,8.217695236,4.721879005,0.92193687,0.573814988,0.024912192,0.368862659,1.415601969,0.82902211,1.277659893,0.604854763,1.242498994,2.885406017,0.528907597,0.115301542,2.023443699,1.203570843,1.18317163,0.736707926,1.404432774,1.767656446,,,
1189,8.482305527,4.924967766,0.992196381,0.57298547,0.010739072,0.361596584,1.378674388,0.825565994,1.274387956,0.576691985,1.2682482,2.954533815,0.507572651,0.097700074,2.066167355,1.296883345,1.198660612,0.736099958,1.404249668,1.771140218,,,
1191,8.652439117,5.063960552,1.042953253,0.545658052,0.01303722,0.366483271,1.35991931,0.80237633,1.226130366,0.563444734,1.279496908,2.997486115,0.514191628,0.124497205,2.095278978,1.354646444,1.206941962,0.744386792,1.407296181,1.765003443,,,
1193,8.71783638,5.074716568,1.037416577,0.501804411,0.016085453,0.373109668,1.34702909,0.755698383,1.145684361,0.554037988,1.259687781,2.98405695,0.525873721,0.155242577,2.09877038,1.367804766,1.198372245,0.734767377,1.400324583,1.726425171,,,
1195,8.614789963,4.961413383,1.006694078,0.44520852,0.030125421,0.366771549,1.304303765,0.713535547,1.049646735,0.531586707,1.220268369,2.873784781,0.512810469,0.140835881,2.062646866,1.329406738,1.150399327,0.678316236,1.36740911,1.6791749,,,
1197,8.279022217,4.721298695,0.981010437,0.390608013,0.054003324,0.36768657,1.265200019,0.644188941,0.956294894,0.495735198,1.14334023,2.710786104,0.46955961,0.087597288,1.993274689,1.221239328,1.068660855,0.610634804,1.300806522,1.589844584,,,
1199,7.700966835,4.36577177,0.91531831,0.349739462,0.092001028,0.354990304,1.217615366,0.555072427,0.888420105,0.458952814,1.004988909,2.532920122,0.435684443,-0.004913525,1.881024718,1.041999817,0.998250961,0.536696792,1.201506138,1.460914135,,,
1201,6.96573019,3.94467473,0.804328501,0.343911976,0.109120108,0.317540258,1.121440649,0.465303808,0.831691384,0.414090186,0.85721761,2.3285532,0.424761057,-0.122628547,1.704103351,0.865540147,0.923145294,0.465436041,1.099620819,1.331623793,,,
1203,6.164212704,3.460836411,0.680639863,0.367910206,0.108777046,0.256736368,1.010389805,0.382944316,0.757308364,0.344913304,0.741983652,2.060265303,0.396689355,-0.220930636,1.467412353,0.71432054,0.820453048,0.410717517,1.008330345,1.176274776,,,
1205,5.330902576,2.953583241,0.559168875,0.381498784,0.093295358,0.184207022,0.950958133,0.299029201,0.658822417,0.258079767,0.657458782,1.729118824,0.334667534,-0.270415723,1.186105967,0.566920638,0.672716737,0.325282216,0.913839579,1.033741474,,,
1207,4.555544853,2.460754395,0.462940335,0.351846069,0.095038109,0.126944512,0.884441733,0.206029505,0.568716884,0.128961042,0.603686154,1.442466021,0.251903325,-0.272673666,0.926012695,0.426689923,0.515980482,0.240829259,0.793108463,0.908243656,,,
1209,3.906188726,1.984536052,0.377741873,0.305669248,0.057317201,0.100564107,0.865411222,0.150796816,0.505353868,0.110748492,0.561443448,1.102766037,0.221644863,-0.217623264,0.728946626,0.282206863,0.445282161,0.17986533,0.646609247,0.749733686,,,
1211,3.246907711,1.501039028,0.291241229,0.258786649,0.01901974,0.073780507,0.84608984,0.094719939,0.441022366,0.092257604,0.518555045,0.757874072,0.190923929,-0.161731452,0.528868556,0.135515466,0.373503238,0.117969632,0.497870833,0.588800967,,,
1213,2.57747221,1.010095239,0.203408301,0.211181968,-0.019867567,0.046584386,0.826470852,0.037779357,0.375699997,0.073481917,0.475006133,0.407670021,0.159729809,-0.104978807,0.325708866,-0.013435249,0.300618798,0.05512061,0.346841544,0.425389647,,,
1215,2.521588087,0.990169525,0.209847063,0.265070319,-0.001292499,0.043635797,0.8624717,0.08224003,0.388768166,0.070675485,0.502522409,0.391261101,0.164032504,-0.101520166,0.362950891,0.027708117,0.302690178,0.103252195,0.382445544,0.435004443,,,
1217,2.458222628,0.983629107,0.184972435,0.298532605,0.004579554,0.034597512,0.829063356,0.093776844,0.404407948,0.047503054,0.511642098,0.341329187,0.160079539,-0.064657032,0.398580372,0.051795099,0.301787078,0.146317035,0.382905364,0.441674352,,,
1219,2.388381481,1.011860609,0.14269641,0.318435699,0.000548213,0.018864017,0.754462421,0.083023146,0.413967818,0.028821845,0.510672331,0.295220226,0.133815646,-0.014367415,0.427807748,0.039121415,0.292392254,0.164102495,0.389703125,0.463860124,,,
1221,2.35744381,1.089046717,0.141634166,0.325811446,-0.000104567,0.000319748,0.731042087,0.086166129,0.418201745,0.028136838,0.496767789,0.34722203,0.142329931,-0.0240948,0.43945691,0.019884709,0.301599383,0.162614569,0.449694514,0.463398457,,,
1223,2.419526815,1.227624655,0.191497788,0.314036369,0.018470647,-0.021217909,0.753485739,0.14674589,0.440439701,0.037665669,0.480434656,0.481075525,0.168861642,-0.094071671,0.436177611,0.080166794,0.340722382,0.160223484,0.468697548,0.479831845,,,
1225,2.595586777,1.37841022,0.226608992,0.298819393,0.020702288,-0.012580758,0.785792053,0.241642445,0.481735289,0.038143631,0.481594026,0.596749902,0.185348094,-0.16102913,0.478731543,0.175450146,0.41790092,0.168063059,0.45326519,0.509007812,,,
1227,2.880785465,1.570485711,0.249285117,0.279944003,0.012286879,0.0016331,0.83157593,0.322496682,0.532595634,0.057350945,0.522859573,0.680362403,0.190051228,-0.177842468,0.562668979,0.212464988,0.496073425,0.18690297,0.440256506,0.540128767,,,
1229,3.133661032,1.79069078,0.29548955,0.241459116,0.00855912,-0.024352914,0.875573218,0.361589134,0.609233737,0.110928871,0.564120233,0.801855624,0.17223987,-0.175686628,0.635141373,0.23204869,0.564203978,0.256022781,0.442748487,0.579597294,,,
1231,3.35385108,1.972947836,0.341239899,0.201694787,0.020228632,-0.037899353,0.920553505,0.39964059,0.673070967,0.18650049,0.613372147,0.927426398,0.131358951,-0.174064413,0.718487442,0.270568728,0.641588986,0.353619963,0.442249268,0.605835795,,,
1233,3.593642473,2.142506123,0.368627965,0.192561254,0.052068155,-0.026619954,0.989720762,0.448582113,0.719895959,0.271146476,0.683971822,1.043117166,0.118080385,-0.119997844,0.844143867,0.330676287,0.696611106,0.447224349,0.441670418,0.599537671,,,
1235,3.807964563,2.362628937,0.380324483,0.199652344,0.052873399,-0.00884272,1.059266567,0.512524188,0.768850803,0.371348292,0.739102721,1.18197155,0.156384945,-0.044171304,0.989332199,0.401984036,0.749780655,0.526717961,0.473390043,0.609104216,,,
1237,3.987009048,2.60634613,0.409028888,0.198121503,0.01771429,0.00521087,1.109332561,0.585906684,0.826515257,0.468656182,0.796796918,1.299390674,0.203567952,0.032379374,1.117944121,0.447763205,0.80110389,0.60296303,0.535360992,0.645186007,,,
1239,4.099627018,2.811049461,0.480632186,0.17740421,-0.012842266,0.025842478,1.151683927,0.666597009,0.848803699,0.536135554,0.824055493,1.339410543,0.239379346,0.123811029,1.219444752,0.500372648,0.840551674,0.665835917,0.585695207,0.690668166,,,
1241,4.126670837,2.888246775,0.514236748,0.157376766,-0.023988731,0.043845948,1.147133946,0.745572865,0.85332334,0.53802067,0.82639879,1.339636445,0.251267195,0.185840875,1.284496903,0.604806781,0.850448549,0.689185023,0.595177174,0.696623623,,,
1243,4.105017662,2.881570339,0.496768773,0.145846114,-0.020799637,0.064490154,1.093262672,0.787637353,0.852772057,0.503788054,0.821197331,1.323377609,0.220089376,0.219080374,1.277935266,0.692763865,0.88003093,0.690815568,0.570321023,0.705146432,,,
1245,3.990503073,2.812513113,0.471217632,0.148916319,-0.013840672,0.066314161,1.026502967,0.76417011,0.835055351,0.453010499,0.812773824,1.258218765,0.163089141,0.23410517,1.243943453,0.699108958,0.878370047,0.680817068,0.537591755,0.702282131,,,
1247,3.809215784,2.671826124,0.442030638,0.147104204,-0.010173898,0.065062188,0.977073491,0.728408396,0.81439054,0.405632257,0.796203017,1.199918032,0.145735785,0.224339515,1.207227945,0.664278388,0.838616371,0.658702016,0.493913889,0.657849133,,,
1249,3.62368083,2.496299505,0.407806426,0.132510185,-0.011436916,0.057556346,0.929621398,0.684581101,0.785167277,0.386978447,0.768539667,1.163882494,0.159035832,0.177428842,1.152873635,0.630420387,0.782144785,0.612163007,0.441654623,0.595607519,,,
1251,3.451740265,2.330555439,0.391989768,0.116002642,-0.015882233,0.042269517,0.896556973,0.641785383,0.748580754,0.371189177,0.711575031,1.129560232,0.152771428,0.140317649,1.092313409,0.609430552,0.7608006,0.570098519,0.405924499,0.558700144,,,
1253,3.276218176,2.181338787,0.387799442,0.114387468,-0.04005444,0.050168499,0.858847737,0.602910995,0.686635911,0.354713172,0.64719367,1.077102423,0.12217696,0.132110238,1.045329571,0.58838284,0.764644146,0.53598243,0.362365246,0.525479734,,,
1255,3.134367466,2.046109676,0.366055667,0.103672817,-0.071115509,0.046425059,0.825916708,0.567112565,0.614809692,0.338884115,0.599128067,1.016088367,0.090289682,0.128313601,1.028825521,0.536212385,0.767926872,0.520399928,0.333283693,0.504561424,,,
1257,3.063755512,1.937849998,0.347109586,0.079661451,-0.089164279,0.024537716,0.823618889,0.54268086,0.548761189,0.314845324,0.591314912,0.971659601,0.076506384,0.172764704,1.027607679,0.506682634,0.762888968,0.498257101,0.311344802,0.499128938,,,
1259,3.026909828,1.885120034,0.344562531,0.057430778,-0.068616964,0.013137795,0.82852304,0.5383901,0.538391769,0.307915181,0.616349161,0.952686906,0.087629341,0.238274783,1.044198871,0.519306421,0.742243826,0.507196426,0.289882779,0.501005292,,,
1261,3.000025272,1.88671422,0.33407101,0.054682862,-0.036876827,0.008635601,0.806850672,0.53246212,0.563747525,0.317238122,0.64763093,0.992231488,0.091100022,0.279095799,1.089349031,0.532327414,0.742454529,0.536970258,0.291011214,0.500700772,,,
1263,2.99928546,1.951885581,0.326629609,0.050666757,-0.02360676,0.004318708,0.797286928,0.547853291,0.60828042,0.346034676,0.687002778,1.064677477,0.076508641,0.318914026,1.121957898,0.525242627,0.768142164,0.580217719,0.295035779,0.492715001,,,
1265,3.038484573,2.045309305,0.322551399,0.044538729,-0.015832905,0.025440272,0.808873057,0.583205819,0.65987885,0.39053458,0.729982018,1.13836956,0.080535382,0.374283284,1.150246143,0.546963096,0.788667798,0.610717952,0.322462261,0.5094347,,,
1267,3.126542568,2.138287544,0.310601652,0.043053281,-0.004685482,0.082645856,0.81625104,0.61212641,0.686046481,0.43799749,0.748720706,1.204235554,0.099385925,0.389204413,1.184020877,0.616191924,0.812066972,0.612420201,0.361364841,0.548115492,,,
1269,3.21599555,2.216358185,0.297157019,0.038566284,-0.013469457,0.111626878,0.813339233,0.615935445,0.685173929,0.461245567,0.763090193,1.24399209,0.107639886,0.359020084,1.196813345,0.680391252,0.829889774,0.618037224,0.382399857,0.579046369,,,
1271,3.217027426,2.205790758,0.298053116,0.052772935,-0.020062419,0.098558769,0.784412563,0.602061272,0.672852993,0.465474308,0.768899024,1.228666544,0.115289606,0.315956175,1.18874228,0.69564116,0.821108878,0.627219439,0.391610533,0.586658895,,,
1273,3.10265708,2.104103565,0.296870559,0.079311572,-0.015744695,0.068567939,0.736166239,0.57670027,0.651806414,0.445739359,0.755530059,1.18452692,0.108128414,0.275188774,1.154723167,0.670176506,0.789409041,0.594572544,0.397175163,0.554553628,,,
1275,2.893676996,1.951610208,0.292655319,0.092113778,-0.0086606,0.044134274,0.684844553,0.531351447,0.587127268,0.403851688,0.711875975,1.113030195,0.099363394,0.243083671,1.102394223,0.635260522,0.737288415,0.526868105,0.377676189,0.499545097,,,
1277,2.670768738,1.758246183,0.272793502,0.087483332,-0.004209395,0.031181097,0.648447633,0.464127868,0.516371667,0.35888055,0.647130609,1.010805964,0.100629218,0.213498235,1.047771096,0.590897679,0.675140321,0.456036538,0.341964573,0.45737046,,,
1279,2.44200182,1.533153176,0.245871112,0.08289887,-0.007621218,0.024692107,0.632695675,0.399676859,0.441717595,0.299569398,0.558499277,0.888789594,0.102629401,0.169826478,0.985610902,0.55022198,0.627471924,0.393028349,0.309155792,0.422062874,,,
1281,2.194132566,1.316717386,0.22052215,0.079537958,-0.003058442,0.023967296,0.608053684,0.344161659,0.381049901,0.243350402,0.478026986,0.762117267,0.104701988,0.149447173,0.902728915,0.5048033,0.571289241,0.325551569,0.28456372,0.378910571,,,
1283,1.960528255,1.117263556,0.198360994,0.077530108,0.008653879,0.017057119,0.559497118,0.300302714,0.358641028,0.186826125,0.420903683,0.641381204,0.0902927,0.144584626,0.798013985,0.435816944,0.510233819,0.265309036,0.265703559,0.325042218,,,
1285,1.744589448,0.942322135,0.171830282,0.065093867,0.022871457,0.01395389,0.52433455,0.243520439,0.343848795,0.139397174,0.369456679,0.548504651,0.061827134,0.138311744,0.681316972,0.364480406,0.451911509,0.211833447,0.235864416,0.276471764,,,
1287,1.551783562,0.795129299,0.15624465,0.046714287,0.027365288,0.029855423,0.493615985,0.172837064,0.307909042,0.111086875,0.315748304,0.472002417,0.034689475,0.134234056,0.586460412,0.319273263,0.427881747,0.160051391,0.191647723,0.243469745,,,
1289,1.395719647,0.670457602,0.147886425,0.04484009,0.02326408,0.046010327,0.461299002,0.116989136,0.26248917,0.085416079,0.264522105,0.399153233,0.027745867,0.137659803,0.525852799,0.286188424,0.408241659,0.115412608,0.164844111,0.212673753,,,
1291,1.267028689,0.555600882,0.140478447,0.053726923,0.016563775,0.057016701,0.441305608,0.064571202,0.238917723,0.067939721,0.24196434,0.339755803,0.027237101,0.128080726,0.481155157,0.255861491,0.366081148,0.083687119,0.159123272,0.207328171,,,
1293,1.164111137,0.469712436,0.129052728,0.053058751,0.011526741,0.059104308,0.422707617,0.024346311,0.222467437,0.049859013,0.221890494,0.295827776,0.030242614,0.114136651,0.435772836,0.230264291,0.341725826,0.066657722,0.15142715,0.224836886,,,
1295,1.056968331,0.394243449,0.10742256,0.032925501,0.005456297,0.052651044,0.4054465,-0.001110211,0.208710998,0.023318525,0.199101552,0.258820146,0.033398084,0.110975325,0.409661233,0.214766979,0.318190485,0.050038237,0.135665134,0.23128815,,,
1297,0.974006951,0.326813161,0.089414313,0.02185821,-0.006177069,0.04494008,0.391751826,-0.016355809,0.205660313,0.00837407,0.169592872,0.221998125,0.032014798,0.102137215,0.396076918,0.212599471,0.295284659,0.021054728,0.119716994,0.203065932,,,
1299,0.934138715,0.295468509,0.079673029,0.033859804,-0.015565449,0.04036605,0.383448184,-0.013329849,0.203895032,-0.005865963,0.150696024,0.191176251,0.034493987,0.084594972,0.385455042,0.224838048,0.294206321,0.016890762,0.099609621,0.178323925,,,
1301,0.919184804,0.288017362,0.08539477,0.034729362,-0.02014582,0.025442446,0.375099242,-0.008721421,0.196708634,-0.02472722,0.14721559,0.185571387,0.049199648,0.077899911,0.377155244,0.228896037,0.291535884,0.029761281,0.08602836,0.160166636,,,
1303,0.899191499,0.271874309,0.092670903,0.032786567,-0.019316381,0.011933058,0.36657393,-0.016446698,0.186325073,-0.030973515,0.143615484,0.179058343,0.060488712,0.075134307,0.364315182,0.209507257,0.281938881,0.03869082,0.076525703,0.144506738,,,
1305,0.861991644,0.248748302,0.092918158,0.02754103,-0.015721429,0.012004427,0.362534553,-0.02943873,0.170225263,-0.036171101,0.124929495,0.181672245,0.063208185,0.075009972,0.343116254,0.180370733,0.27313903,0.025099698,0.071181387,0.135882601,,,
1307,0.829996049,0.234719291,0.100061536,0.017342145,-0.012910718,0.016076436,0.357047051,-0.030866494,0.149910435,-0.02393035,0.119363368,0.168266848,0.060012788,0.070648111,0.319140911,0.170158058,0.277519643,0.003654302,0.064456813,0.122652709,,,
1309,0.82733655,0.225029483,0.10491886,0.013196073,-0.00269445,0.010937869,0.352729559,-0.037602138,0.124704011,-0.004027859,0.11696633,0.142824382,0.065281413,0.073326871,0.312936068,0.176323652,0.279544204,0.001770704,0.061480369,0.104915671,,,
1311,0.834410071,0.218566746,0.107711934,0.013327412,0.004857509,0.011121468,0.347545713,-0.062230326,0.121156201,-0.006789246,0.101974852,0.134071097,0.073112585,0.096116625,0.323615938,0.176435173,0.276351362,0.000879091,0.048064474,0.096968681,,,
1313,0.830694675,0.223201036,0.11180079,0.016217632,0.012571895,0.024073454,0.351152718,-0.07533028,0.131743729,-0.013367686,0.084168844,0.120021589,0.082515217,0.109338656,0.320404738,0.170470938,0.270100743,-0.000409362,0.036168173,0.098766863,,,
1315,0.829348981,0.21459651,0.113541909,0.024567002,0.023602867,0.037120424,0.363236725,-0.06891156,0.14169386,-0.014217792,0.082981974,0.10349758,0.091905691,0.118775956,0.318935782,0.169779941,0.264197201,-0.00741638,0.048806421,0.113558099,,,
1317,0.83926326,0.188116163,0.111283869,0.025833109,0.032770399,0.037087113,0.359113991,-0.057911202,0.14598985,-0.022051441,0.105675571,0.099875964,0.091554634,0.122780398,0.330506533,0.161496326,0.256620407,-0.00829388,0.052118134,0.129301995,,,
1319,0.84654057,0.189229608,0.105721086,0.042220086,0.03440018,0.025471656,0.359366685,-0.057907298,0.143667132,-0.034880772,0.129923642,0.10643971,0.074439391,0.118146479,0.335877657,0.160732076,0.250305295,-0.00769529,0.056798369,0.139003992,,,
1321,0.840894103,0.206191897,0.097620979,0.061948657,0.027281025,0.017321497,0.361162722,-0.062255207,0.153964907,-0.04349266,0.13943474,0.11622823,0.060352653,0.119393706,0.337910503,0.170313433,0.255653322,-0.010968317,0.063311391,0.14037168,,,
